Route_Id,Origin_Port,Destination_Port,Orgin_Port_Country,Destination_Port_Country,No_Of_Stops,Stops_Names,Stop_Points,Average_Transit_Days,Distance,Vessel_Type,No_Of_Travels,Total_Incidents_Count,Risk_Score
R3475,BAR,PARADIP GARH,MONTENEGRO,INDIA,0,"GIOIA TAURO,COLOMBO",0,61,16576,Reefer Vessel,3237,133,14
R3476,BAR,KAKINADA,MONTENEGRO,INDIA,0,"GIOIA TAURO,COLOMBO",0,60,16393,Frigate,581,136,83
R3477,ANTALYA,BUENAVENTURA,TURKIYE,COLOMBIA,0,"TEKIRDAG (ASYAPORT),SINES,RODMAN",0,44,7624,Offshore Ships,3357,106,12
R3478,LIMASSOL,BUENAVENTURA,CYPRUS,COLOMBIA,0,"GIOIA TAURO,RODMAN",0,46,7639,Panamax Ship,2957,107,13
R3479,BEIRUT,BUENAVENTURA,LEBANON,COLOMBIA,0,"GIOIA TAURO,RODMAN",0,48,7734,Bulk carrier,1093,143,48
R3480,LIMASSOL,LIRQUEN,CYPRUS,CHILE,0,"GIOIA TAURO,RODMAN",0,58,10297,Tank,1422,127,32
R3481,LIMASSOL,MUNDRA,CYPRUS,INDIA,0,GIOIA TAURO,0,51,12356,Tank,1013,136,51
R3482,LIMASSOL,NHAVA SHEVA,CYPRUS,INDIA,0,GIOIA TAURO,0,54,15195,Barge,1318,130,38
R3483,LIMASSOL,CHATTOGRAM,CYPRUS,BANGLADESH,0,"GIOIA TAURO,COLOMBO",0,64,17398,Dredgers,1601,128,30
R3484,BEIRUT,CHATTOGRAM,LEBANON,BANGLADESH,0,"GIOIA TAURO,COLOMBO",0,66,17493,Tugs,3009,121,15
R3485,BEIRUT,HALDIA,LEBANON,INDIA,0,"GIOIA TAURO,COLOMBO",0,67,17351,Corvette,1162,118,36
R3486,BEIRUT,TUTICORIN,LEBANON,INDIA,0,"GIOIA TAURO,COLOMBO",0,62,16327,Reefer Vessel,2919,124,16
R3487,LIMASSOL,HALDIA,CYPRUS,INDIA,0,"GIOIA TAURO,COLOMBO",0,65,17256,Frigate,894,117,52
R3488,LIMASSOL,TUTICORIN,CYPRUS,INDIA,0,"GIOIA TAURO,COLOMBO",0,60,16232,Offshore Ships,3087,129,15
R3489,BEIRUT,MUNDRA,LEBANON,INDIA,0,GIOIA TAURO,0,53,12451,Panamax Ship,3173,126,14
R3490,BEIRUT,NHAVA SHEVA,LEBANON,INDIA,0,GIOIA TAURO,0,56,15290,Bulk carrier,2909,127,16
R3491,LIMASSOL,HAZIRA PORT/SURAT,CYPRUS,INDIA,0,"GIOIA TAURO,ABU DHABI",0,48,13847,Tank,1323,117,33
R3492,BEIRUT,VISAKHAPATNAM,LEBANON,INDIA,0,"GIOIA TAURO,COLOMBO",0,63,17064,Barge,1011,141,48
R3493,LIMASSOL,VISAKHAPATNAM,CYPRUS,INDIA,0,"GIOIA TAURO,COLOMBO",0,61,16969,Dredgers,2286,138,22
R3494,BEIRUT,HAZIRA PORT/SURAT,LEBANON,INDIA,0,"GIOIA TAURO,ABU DHABI",0,50,13942,Tugs,2765,111,14
R3495,ANTALYA,PUERTO ANGAMOS,TURKIYE,CHILE,0,"TEKIRDAG (ASYAPORT),SINES,RODMAN,CALLAO",0,58,9411,Corvette,3005,125,16
R3496,LIMASSOL,KARACHI,CYPRUS,PAKISTAN,0,"GIOIA TAURO,MUNDRA",0,56,12612,Reefer Vessel,2102,124,22
R3497,BEIRUT,KARACHI,LEBANON,PAKISTAN,0,"GIOIA TAURO,MUNDRA",0,58,12707,Frigate,1103,130,42
R3498,CONSTANTA,BUENAVENTURA,ROMANIA,COLOMBIA,0,"GIOIA TAURO,RODMAN",0,48,9095,Offshore Ships,2056,116,21
R3499,POTI,BUENAVENTURA,GEORGIA,COLOMBIA,0,"TEKIRDAG (ASYAPORT),GIOIA TAURO,RODMAN",0,55,8157,Panamax Ship,2965,107,13
R3500,EVYAP PORT,CHATTOGRAM,TURKIYE,BANGLADESH,0,"GIOIA TAURO,COLOMBO",0,63,18496,Bulk carrier,1877,132,25
R3501,EVYAP PORT,HALDIA,TURKIYE,INDIA,0,"GIOIA TAURO,COLOMBO",0,64,18354,Bulk carrier,3161,122,15
R3502,EVYAP PORT,TUTICORIN,TURKIYE,INDIA,0,"GIOIA TAURO,COLOMBO",0,59,17330,Tank,2065,131,23
R3503,EVYAP PORT,VISAKHAPATNAM,TURKIYE,INDIA,0,"GIOIA TAURO,COLOMBO",0,60,18067,Container Shipo,2908,140,18
R3504,EVYAP PORT,LIRQUEN,TURKIYE,CHILE,0,"GIOIA TAURO,RODMAN",0,57,11395,Reefer ship,2535,121,17
R3505,NOVOROSSIYSK,BUENAVENTURA,RUSSIAN FEDERATION,COLOMBIA,0,"GIOIA TAURO,RODMAN",0,50,9503,Project cargo ship,1188,128,41
R3506,DAMIETTA,NHAVA SHEVA,EGYPT,INDIA,0,TEKIRDAG (ASYAPORT),0,53,15884,Barge,1499,130,31
R3507,DAMIETTA,HAZIRA PORT/SURAT,EGYPT,INDIA,0,"TEKIRDAG (ASYAPORT),ABU DHABI",0,47,14916,Dredgers,1269,133,38
R3508,DAMIETTA,MUNDRA,EGYPT,INDIA,0,TEKIRDAG (ASYAPORT),0,50,15480,Tugs,3088,130,16
R3509,DAMIETTA,KARACHI,EGYPT,PAKISTAN,0,"TEKIRDAG (ASYAPORT),MUNDRA",0,55,15736,Corvette,758,126,64
R3510,NAPLES,ARICA,ITALY,CHILE,0,"SINES,RODMAN,CALLAO",0,39,7857,Reefer Vessel,3500,113,12
R3511,ENNORE,ARICA,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,63,17379,Frigate,1531,146,36
R3512,COCHIN,ARICA,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,62,17075,Offshore Ships,2215,115,19
R3513,NEW MANGALORE,ARICA,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,64,17273,Heavy Lift Ships,1424,129,36
R3514,KOLKATA,ARICA,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,66,17915,Panamax Ship,2750,132,18
R3515,BURGAS,BUENAVENTURA,BULGARIA,COLOMBIA,0,"TEKIRDAG (ASYAPORT),ANTWERP,RODMAN",0,39,9283,Tanker,2525,142,21
R3516,BAR,MELBOURNE,MONTENEGRO,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER",0,63,15215,Canoe,1219,134,40
R3517,BAR,MELBOURNE,MONTENEGRO,AUSTRALIA,0,"GIOIA TAURO,SINGAPORE",0,55,16267,Hovercraft,1662,123,27
R3518,BAR,BLUFF,MONTENEGRO,NEW ZEALAND,0,"GIOIA TAURO,FOS-SUR-MER,ADELAIDE",0,74,17300,Submarine,1209,132,41
R3519,BAR,BLUFF,MONTENEGRO,NEW ZEALAND,0,"GIOIA TAURO,SINGAPORE",0,60,17556,Yacht,2833,154,20
R3520,BAR,TAURANGA,MONTENEGRO,NEW ZEALAND,0,"GIOIA TAURO,FOS-SUR-MER,ADELAIDE",0,79,17811,Sailboat,3143,118,14
R3521,BAR,TAURANGA,MONTENEGRO,NEW ZEALAND,0,"GIOIA TAURO,SINGAPORE",0,65,18448,Gas carrier,3481,155,16
R3522,BAR,NAPIER,MONTENEGRO,NEW ZEALAND,0,"GIOIA TAURO,FOS-SUR-MER,ADELAIDE",0,77,17912,High-speed craft,2181,130,22
R3523,BAR,NAPIER,MONTENEGRO,NEW ZEALAND,0,"GIOIA TAURO,SINGAPORE",0,63,18168,Passenger ship,692,102,53
R3524,BAR,SYDNEY,MONTENEGRO,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER",0,59,14686,Roll-on/roll-off,2522,121,19
R3525,BAR,ADELAIDE,MONTENEGRO,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER",0,67,15676,Naval ship,2248,125,18
R3526,BAR,ADELAIDE,MONTENEGRO,AUSTRALIA,0,"GIOIA TAURO,SINGAPORE",0,53,15932,Livestock carrier,1349,145,41
R3527,BAR,FREMANTLE,MONTENEGRO,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER",0,73,17037,Bulk carrier,2884,145,18
R3528,BAR,CALLAO,MONTENEGRO,PERU,0,"GIOIA TAURO,SINES",0,32,7390,Tank,785,133,66
R3529,BAR,CORONEL,MONTENEGRO,CHILE,0,"GIOIA TAURO,SINES",0,39,8695,Container Shipo,3126,141,17
R3530,BAR,SAN ANTONIO,MONTENEGRO,CHILE,0,"GIOIA TAURO,SINES",0,36,8545,Reefer ship,701,122,67
R3531,BAR,LIRQUEN,MONTENEGRO,CHILE,0,"GIOIA TAURO,RODMAN",0,56,9717,Project cargo ship,2351,108,17
R3532,BAR,ARICA,MONTENEGRO,CHILE,0,"GIOIA TAURO,SINES,CALLAO",0,39,7980,Barge,2443,130,19
R3533,BAR,VALPARAISO,MONTENEGRO,CHILE,0,"GIOIA TAURO,SINES",0,40,9219,Dredgers,743,115,61
R3534,BAR,BUENAVENTURA,MONTENEGRO,COLOMBIA,0,"GIOIA TAURO,RODMAN",0,44,7059,Tugs,2467,133,19
R3535,BAR,CARTAGENA,MONTENEGRO,COLOMBIA,0,"GIOIA TAURO,SINES",0,23,5595,Corvette,2374,141,21
R3536,BAR,TURBO,MONTENEGRO,COLOMBIA,0,"GIOIA TAURO,SINES,CRISTOBAL",0,31,6066,Reefer Vessel,2724,133,19
R3537,BAR,MANAUS,MONTENEGRO,BRAZIL,0,"GIOIA TAURO,SINES,CRISTOBAL",0,65,7991,Frigate,3062,128,16
R3538,BAR,VILA DO CONDE,MONTENEGRO,BRAZIL,0,"GIOIA TAURO,SINES,CRISTOBAL",0,73,8227,Offshore Ships,2954,143,18
R3539,BAR,BRISBANE,MONTENEGRO,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER,SYDNEY",0,66,15171,Heavy Lift Ships,1968,127,24
R3540,BAR,BUENOS AIRES,MONTENEGRO,ARGENTINA,0,"GIOIA TAURO,SINES",0,36,6977,Panamax Ship,2785,125,16
R3541,BAR,RIO GRANDE,MONTENEGRO,BRAZIL,0,"GIOIA TAURO,SINES",0,40,7273,Tanker,1266,127,35
R3542,BAR,RIO DE JANEIRO,MONTENEGRO,BRAZIL,0,"GIOIA TAURO,SINES",0,28,5829,Canoe,1547,132,30
R3543,BAR,ITAPOA,MONTENEGRO,BRAZIL,0,"GIOIA TAURO,SINES",0,32,6214,Hovercraft,1534,155,38
R3544,BAR,SANTOS,MONTENEGRO,BRAZIL,0,"GIOIA TAURO,SINES",0,30,6037,Submarine,2129,122,21
R3545,BAR,VITORIA,MONTENEGRO,BRAZIL,0,"GIOIA TAURO,SINES,RIO DE JANEIRO",0,37,6101,Yacht,602,124,74
R3546,BAR,BELL BAY,MONTENEGRO,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER,SYDNEY",0,67,15173,Sailboat,562,125,76
R3547,BAR,SALVADOR,MONTENEGRO,BRAZIL,0,"GIOIA TAURO,BARCELONA",0,41,5920,Gas carrier,1484,141,35
R3548,BAR,SUAPE,MONTENEGRO,BRAZIL,0,"GIOIA TAURO,BARCELONA",0,39,5539,High-speed craft,2622,121,16
R3549,BAR,IQUIQUE,MONTENEGRO,CHILE,0,"GIOIA TAURO,SINES,CALLAO",0,41,8046,Tank,3072,121,14
R3550,BAR,PUERTO ANGAMOS,MONTENEGRO,CHILE,0,"GIOIA TAURO,SINES,CALLAO",0,44,8165,Container Shipo,884,129,54
R3551,BAR,GUAYAQUIL,MONTENEGRO,ECUADOR,0,"GIOIA TAURO,RODMAN",0,44,7455,Reefer ship,2169,118,19
R3552,BAR,PUERTO BOLIVAR,MONTENEGRO,ECUADOR,0,"GIOIA TAURO,RODMAN",0,47,7507,Reefer ship,2710,137,18
R3553,BAR,MONTEVIDEO,MONTENEGRO,URUGUAY,0,"GIOIA TAURO,SINES",0,38,6894,Project cargo ship,2149,126,22
R3554,BAR,NAVEGANTES,MONTENEGRO,BRAZIL,0,"GIOIA TAURO,SINES,RIO DE JANEIRO",0,33,6211,Barge,3058,141,16
R3555,BAR,PAITA,MONTENEGRO,PERU,0,"GIOIA TAURO,RODMAN",0,50,7577,Dredgers,3191,129,15
R3556,BAR,SALAVERRY,MONTENEGRO,PERU,0,"GIOIA TAURO,RODMAN",0,52,7835,Tugs,2940,137,16
R3557,AUGUSTA PORT OF CATANIA,SUAPE,ITALY,BRAZIL,0,"GIOIA TAURO,BARCELONA",0,41,5250,Corvette,2424,141,22
R3558,AUGUSTA PORT OF CATANIA,SALVADOR,ITALY,BRAZIL,0,"GIOIA TAURO,BARCELONA",0,43,5631,Reefer Vessel,2190,127,20
R3559,AUGUSTA PORT OF CATANIA,TAURANGA,ITALY,NEW ZEALAND,0,"GIOIA TAURO,SINGAPORE",0,67,18159,Frigate,1911,133,25
R3560,AUGUSTA PORT OF CATANIA,TAURANGA,ITALY,NEW ZEALAND,0,"GIOIA TAURO,FOS-SUR-MER,ADELAIDE",0,81,17522,Offshore Ships,2931,130,16
R3561,AUGUSTA PORT OF CATANIA,NAPIER,ITALY,NEW ZEALAND,0,"GIOIA TAURO,SINGAPORE",0,65,17879,Panamax Ship,2125,132,22
R3562,AUGUSTA PORT OF CATANIA,NAPIER,ITALY,NEW ZEALAND,0,"GIOIA TAURO,FOS-SUR-MER,ADELAIDE",0,79,17623,Bulk carrier,1310,118,31
R3563,AUGUSTA PORT OF CATANIA,BLUFF,ITALY,NEW ZEALAND,0,"GIOIA TAURO,SINGAPORE",0,62,17267,Tank,1385,123,34
R3564,AUGUSTA PORT OF CATANIA,BLUFF,ITALY,NEW ZEALAND,0,"GIOIA TAURO,FOS-SUR-MER,ADELAIDE",0,76,17011,Container Shipo,2408,124,20
R3565,AUGUSTA PORT OF CATANIA,BRISBANE,ITALY,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER,SYDNEY",0,68,14882,Reefer ship,650,140,77
R3566,AUGUSTA PORT OF CATANIA,ADELAIDE,ITALY,AUSTRALIA,0,"GIOIA TAURO,SINGAPORE",0,55,15643,Project cargo ship,3352,124,13
R3567,AUGUSTA PORT OF CATANIA,ADELAIDE,ITALY,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER",0,69,15387,Barge,2717,133,18
R3568,AUGUSTA PORT OF CATANIA,MELBOURNE,ITALY,AUSTRALIA,0,"GIOIA TAURO,SINGAPORE",0,57,15978,Dredgers,822,130,58
R3569,AUGUSTA PORT OF CATANIA,MELBOURNE,ITALY,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER",0,65,14926,Tugs,937,112,44
R3570,AUGUSTA PORT OF CATANIA,SYDNEY,ITALY,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER",0,61,14397,Corvette,2310,131,21
R3571,AUGUSTA PORT OF CATANIA,LIRQUEN,ITALY,CHILE,0,"GIOIA TAURO,RODMAN",0,58,9428,Reefer Vessel,1512,121,30
R3572,AUGUSTA PORT OF CATANIA,BUENAVENTURA,ITALY,COLOMBIA,0,"GIOIA TAURO,RODMAN",0,46,6770,Frigate,2342,138,21
R3573,AUGUSTA PORT OF CATANIA,FREMANTLE,ITALY,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER",0,75,16748,Offshore Ships,1865,121,23
R3574,AUGUSTA PORT OF CATANIA,BELL BAY,ITALY,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER,SYDNEY",0,69,14884,Heavy Lift Ships,2709,114,16
R3575,AUGUSTA PORT OF CATANIA,GUAYAQUIL,ITALY,ECUADOR,0,"GIOIA TAURO,RODMAN",0,46,7166,Panamax Ship,1821,120,25
R3576,AUGUSTA PORT OF CATANIA,PAITA,ITALY,PERU,0,"GIOIA TAURO,RODMAN",0,52,7288,Tanker,2699,109,15
R3577,AUGUSTA PORT OF CATANIA,PUERTO BOLIVAR,ITALY,ECUADOR,0,"GIOIA TAURO,RODMAN",0,49,7218,Canoe,2017,124,23
R3578,ALEXANDRIA OLD PORT,ADELAIDE,EGYPT,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER",0,65,16152,Hovercraft,2679,127,18
R3579,ALEXANDRIA OLD PORT,FREMANTLE,EGYPT,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER",0,71,17513,Submarine,3208,116,14
R3580,ALEXANDRIA OLD PORT,SYDNEY,EGYPT,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER",0,57,15162,Yacht,2422,138,21
R3581,ALEXANDRIA OLD PORT,MELBOURNE,EGYPT,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER",0,61,15691,Sailboat,659,132,72
R3582,ALEXANDRIA OLD PORT,NOUMEA,EGYPT,NEW CALEDONIA,0,"GIOIA TAURO,FOS-SUR-MER,SYDNEY",0,67,16215,Gas carrier,1883,115,22
R3583,ALEXANDRIA OLD PORT,BELL BAY,EGYPT,AUSTRALIA,0,"GIOIA TAURO,FOS-SUR-MER,SYDNEY",0,65,15649,High-speed craft,801,113,52
R3584,ALEXANDRIA OLD PORT,PECEM,EGYPT,BRAZIL,0,"GIOIA TAURO,VALENCIA,SUAPE",0,49,5598,High-speed craft,2844,129,16
R3585,ALEXANDRIA OLD PORT,BLUFF,EGYPT,NEW ZEALAND,0,"GIOIA TAURO,SINGAPORE",0,65,18032,Bulk carrier,510,109,82
R3586,ALEXANDRIA OLD PORT,NAPIER,EGYPT,NEW ZEALAND,0,"GIOIA TAURO,SINGAPORE",0,68,18644,Tank,2420,122,20
R3587,ALEXANDRIA OLD PORT,TAURANGA,EGYPT,NEW ZEALAND,0,"GIOIA TAURO,SINGAPORE",0,70,18924,Container Shipo,567,123,77
R3588,ALEXANDRIA OLD PORT,BUENAVENTURA,EGYPT,COLOMBIA,0,"GIOIA TAURO,RODMAN",0,49,7535,Reefer ship,1796,138,28
R3589,ALEXANDRIA OLD PORT,ITAPOA,EGYPT,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,53,6674,Project cargo ship,2756,137,17
R3590,ALEXANDRIA OLD PORT,SUAPE,EGYPT,BRAZIL,0,"GIOIA TAURO,VALENCIA",0,44,5139,Barge,2077,115,19
R3591,VOLOS,GUAYAQUIL,GREECE,ECUADOR,0,"PIRAEUS,SINES,RODMAN",0,34,7335,Dredgers,657,121,69
R3592,HERAKLION,GUAYAQUIL,GREECE,ECUADOR,0,"PIRAEUS,SINES,RODMAN",0,36,7310,Tugs,2793,148,20
R3593,MERSIN,PUERTO BOLIVAR,TURKIYE,ECUADOR,0,"SINES,RODMAN",0,41,7689,Corvette,3436,116,13
R3594,MERSIN,GUAYAQUIL,TURKIYE,ECUADOR,0,"SINES,RODMAN",0,38,7637,Reefer Vessel,1721,138,29
R3595,MERSIN,BUENAVENTURA,TURKIYE,COLOMBIA,0,"SINES,RODMAN",0,31,7241,Frigate,1617,126,28
R3596,MERSIN,CALLAO,TURKIYE,PERU,0,SINES,0,33,7994,Offshore Ships,969,125,48
R3597,MERSIN,CARTAGENA,TURKIYE,COLOMBIA,0,SINES,0,24,6199,Heavy Lift Ships,3019,102,13
R3598,MERSIN,CORONEL,TURKIYE,CHILE,0,SINES,0,40,9299,Panamax Ship,2209,118,21
R3599,MERSIN,SAN ANTONIO,TURKIYE,CHILE,0,SINES,0,37,9149,Tanker,718,120,59
R3600,MERSIN,VALPARAISO,TURKIYE,CHILE,0,SINES,0,41,9823,Canoe,559,138,90
R3601,MERSIN,LIRQUEN,TURKIYE,CHILE,0,"SINES,RODMAN",0,43,9899,Hovercraft,2556,124,18
R3602,MERSIN,ARICA,TURKIYE,CHILE,0,"SINES,CALLAO",0,40,8584,Submarine,1514,139,34
R3603,MERSIN,IQUIQUE,TURKIYE,CHILE,0,"SINES,CALLAO",0,45,8650,Yacht,750,135,65
R3604,MERSIN,TURBO,TURKIYE,COLOMBIA,0,"SINES,CRISTOBAL",0,32,6670,Sailboat,2979,134,18
R3605,MERSIN,PAITA,TURKIYE,PERU,0,"SINES,RODMAN",0,37,7759,Gas carrier,3144,129,15
R3606,MERSIN,SALAVERRY,TURKIYE,PERU,0,"SINES,RODMAN",0,39,8017,High-speed craft,693,114,56
R3607,MERSIN,PUERTO ANGAMOS,TURKIYE,CHILE,0,"SINES,CALLAO",0,45,8769,Bulk carrier,2421,140,20
R3608,ALEXANDRIA OLD PORT,ARICA,EGYPT,CHILE,0,"TEKIRDAG (ASYAPORT),SINES,CALLAO",0,53,9573,Tank,3465,140,15
R3609,ALEXANDRIA OLD PORT,MUNDRA,EGYPT,INDIA,0,GIOIA TAURO,0,54,12252,Container Shipo,1463,129,33
R3610,ALEXANDRIA OLD PORT,KARACHI,EGYPT,PAKISTAN,0,"GIOIA TAURO,MUNDRA",0,59,12508,Reefer ship,1196,116,35
R3611,ALEXANDRIA OLD PORT,NHAVA SHEVA,EGYPT,INDIA,0,GIOIA TAURO,0,57,15091,Project cargo ship,1175,125,37
R3612,ALEXANDRIA OLD PORT,HAZIRA PORT/SURAT,EGYPT,INDIA,0,"GIOIA TAURO,ABU DHABI",0,51,13743,Barge,1569,131,31
R3613,ALICANTE,TAURANGA,SPAIN,NEW ZEALAND,0,"VALENCIA,GIOIA TAURO,SINGAPORE",0,68,18944,Dredgers,1114,119,40
R3614,ARRECIFE DE LANZAROTE,TAURANGA,SPAIN,NEW ZEALAND,0,"VALENCIA,GIOIA TAURO,SINGAPORE",0,74,19903,Tugs,1502,137,33
R3615,NAPLES,SUAPE,ITALY,BRAZIL,0,LEGHORN,0,23,4440,Corvette,1741,106,23
R3616,NAPLES,SALVADOR,ITALY,BRAZIL,0,LEGHORN,0,25,4821,Reefer Vessel,2629,131,19
R3617,NAPLES,RIO DE JANEIRO,ITALY,BRAZIL,0,LEGHORN,0,27,5573,Frigate,2876,116,14
R3618,NAPLES,VITORIA,ITALY,BRAZIL,0,"LEGHORN,RIO DE JANEIRO",0,35,5845,Offshore Ships,1553,128,30
R3619,NAPLES,SANTOS,ITALY,BRAZIL,0,LEGHORN,0,29,5781,Heavy Lift Ships,596,139,81
R3620,NAPLES,ITAPOA,ITALY,BRAZIL,0,LEGHORN,0,32,5975,Panamax Ship,766,124,57
R3621,NAPLES,MONTEVIDEO,ITALY,URUGUAY,0,LEGHORN,0,35,6687,Tanker,1435,137,36
R3622,NAPLES,PARANAGUA,ITALY,BRAZIL,0,LEGHORN,0,30,5931,Canoe,2037,127,23
R3623,NAPLES,PECEM,ITALY,BRAZIL,0,"LEGHORN,SUAPE",0,31,4899,Hovercraft,733,140,70
R3624,NAPLES,NAVEGANTES,ITALY,BRAZIL,0,"LEGHORN,RIO DE JANEIRO",0,31,5955,Submarine,504,113,82
R3625,NAPLES,PUERTO SEGURO FLUVIAL (VILLETA),ITALY,PARAGUAY,0,"LEGHORN,RIO DE JANEIRO,MONTEVIDEO",0,56,7440,Yacht,716,135,69
R3626,NAPLES,TERPORT VILLETA,ITALY,PARAGUAY,0,"LEGHORN,RIO DE JANEIRO,MONTEVIDEO",0,56,7428,Sailboat,2751,124,17
R3627,COLOMBO,ENNORE,SRI LANKA,INDIA,0,,0,2,601,Gas carrier,1631,118,27
R3628,ENNORE,COLOMBO,INDIA,SRI LANKA,0,,0,3,606,High-speed craft,1756,121,27
R3629,MALE,ENNORE,MALDIVES,INDIA,0,COLOMBO,0,6,1015,Yacht,2147,112,19
R3630,MALE,COCHIN,MALDIVES,INDIA,0,COLOMBO,0,7,741,Sailboat,964,126,46
R3631,MALE,NEW MANGALORE,MALDIVES,INDIA,0,COLOMBO,0,5,917,Gas carrier,2713,111,15
R3632,COLOMBO,COCHIN,SRI LANKA,INDIA,0,,0,3,327,High-speed craft,3176,130,15
R3633,COLOMBO,NEW MANGALORE,SRI LANKA,INDIA,0,,0,1,503,Passenger ship,3396,128,14
R3634,KOLKATA,COLOMBO,INDIA,SRI LANKA,0,,0,5,1142,Roll-on/roll-off,3272,151,17
R3635,COLOMBO,KOLKATA,SRI LANKA,INDIA,0,,0,5,1142,Naval ship,912,112,43
R3636,NAPLES,SYDNEY,ITALY,AUSTRALIA,0,LA SPEZIA,0,45,14265,Livestock carrier,1490,141,35
R3637,NAPLES,FREMANTLE,ITALY,AUSTRALIA,0,LA SPEZIA,0,59,16616,Bulk carrier,2044,138,25
R3638,NAPLES,ADELAIDE,ITALY,AUSTRALIA,0,LA SPEZIA,0,53,15255,Tank,2855,134,18
R3639,NAPLES,MELBOURNE,ITALY,AUSTRALIA,0,LA SPEZIA,0,49,14794,Container Shipo,1081,117,40
R3640,NAPLES,BLUFF,ITALY,NEW ZEALAND,0,"LA SPEZIA,ADELAIDE",0,60,16879,Reefer ship,1827,122,23
R3641,NAPLES,TAURANGA,ITALY,NEW ZEALAND,0,"LA SPEZIA,ADELAIDE",0,65,17390,Project cargo ship,994,109,42
R3642,NAPLES,NAPIER,ITALY,NEW ZEALAND,0,"LA SPEZIA,ADELAIDE",0,63,17491,Barge,1032,137,50
R3643,CHATTOGRAM,MELBOURNE,BANGLADESH,AUSTRALIA,0,SINGAPORE,0,24,5516,Dredgers,1685,136,28
R3644,CHATTOGRAM,ADELAIDE,BANGLADESH,AUSTRALIA,0,SINGAPORE,0,22,5181,Tugs,1486,118,30
R3645,CHATTOGRAM,FREMANTLE,BANGLADESH,AUSTRALIA,0,SINGAPORE,0,17,3828,Corvette,3399,134,15
R3646,CHATTOGRAM,NAPIER,BANGLADESH,NEW ZEALAND,0,SINGAPORE,0,32,7417,Reefer Vessel,2338,111,16
R3647,CHATTOGRAM,TAURANGA,BANGLADESH,NEW ZEALAND,0,SINGAPORE,0,34,7697,Frigate,3387,121,13
R3648,NAPLES,BRISBANE,ITALY,AUSTRALIA,0,"LA SPEZIA,SYDNEY",0,51,14750,Offshore Ships,2020,133,24
R3649,NAPLES,SAN ANTONIO,ITALY,CHILE,0,SINES,0,36,8163,Heavy Lift Ships,2831,127,16
R3650,ALGECIRAS,SAN ANTONIO,SPAIN,CHILE,0,"SINES,RODMAN",0,28,7562,Panamax Ship,3028,115,14
R3651,ALGECIRAS,VALPARAISO,SPAIN,CHILE,0,SINES,0,32,7839,Tanker,2735,127,17
R3652,ALGECIRAS,SAN ANTONIO,SPAIN,CHILE,0,SINES,0,28,7165,Canoe,2444,144,21
R3653,NAPLES,CALLAO,ITALY,PERU,0,SINES,0,32,7008,Hovercraft,1056,132,48
R3654,ALGECIRAS,CALLAO,SPAIN,PERU,0,SINES,0,24,6010,Submarine,1181,140,46
R3655,ALGECIRAS,CORONEL,SPAIN,CHILE,0,SINES,0,31,7315,Yacht,3325,165,19
R3656,NAPLES,CORONEL,ITALY,CHILE,0,SINES,0,39,8313,Sailboat,2821,128,17
R3657,BEJAIA,CORONEL,ALGERIA,CHILE,0,"VALENCIA,SINES",0,39,8006,Gas carrier,561,122,81
R3658,ENNORE,CHATTOGRAM,INDIA,BANGLADESH,0,COLOMBO,0,9,1912,High-speed craft,3215,140,17
R3659,KOLKATA,CHATTOGRAM,INDIA,BANGLADESH,0,COLOMBO,0,12,2448,Frigate,2124,142,25
R3660,KOLKATA,KARACHI-MUHAMMAD BIN QASIM,INDIA,PAKISTAN,0,COLOMBO,0,15,2485,Offshore Ships,3037,113,13
R3661,ENNORE,KARACHI-MUHAMMAD BIN QASIM,INDIA,PAKISTAN,0,COLOMBO,0,12,1949,Bulk carrier,3453,137,14
R3662,COCHIN,KARACHI-MUHAMMAD BIN QASIM,INDIA,PAKISTAN,0,COLOMBO,0,11,1645,Tank,836,124,54
R3663,NEW MANGALORE,KARACHI-MUHAMMAD BIN QASIM,INDIA,PAKISTAN,0,COLOMBO,0,13,1843,Container Shipo,1060,131,45
R3664,ALGECIRAS,MANAUS,SPAIN,BRAZIL,0,"SINES,CRISTOBAL",0,36,6611,Reefer ship,3354,128,14
