RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore,Scaled_RiskScore,Risk_Category
887,PortB,PortX,1,3,3,42,1,20,1210,12,irregular,clear,754,426607,541631,compliant,yes,in place,non-hazardous,bulk carrier,9,399996,32456.19,39.24127613500473,Medium
888,PortA,PortZ,0,2,1,77,0,14,1315,16,irregular,congested areas,652,462765,974921,compliant,yes,in place,non-hazardous,bulk carrier,19,370101,35171.43,43.75724528609422,Medium
889,PortB,PortZ,1,1,1,39,1,16,1299,17,irregular,congested areas,706,398037,777538,compliant,no,not in place,non-hazardous,bulk carrier,11,307728,30324.899999999998,35.696528749128895,Medium
890,PortB,PortX,1,0,4,93,0,24,1541,19,irregular,congested areas,956,261197,998651,compliant,no,in place,non-hazardous,container,12,424958,20173.97,18.81356932938381,Low
891,PortB,PortY,1,1,1,99,0,17,1513,14,irregular,congested areas,903,328738,794550,non-compliant,yes,not in place,non-hazardous,container,14,332605,25220.399999999998,27.206758219917404,Low
892,PortC,PortY,1,2,5,88,0,15,1355,15,irregular,congested areas,734,599477,821677,compliant,no,in place,hazardous,container,3,280668,45452.225000000006,60.856195312123205,High
893,PortA,PortZ,0,1,1,80,1,22,1535,16,regular,clear,668,426730,908955,compliant,no,in place,hazardous,bulk carrier,12,375434,32528.68,39.36184102199907,Medium
894,PortA,PortZ,0,4,5,80,1,24,1390,15,regular,congested areas,610,551977,792150,compliant,yes,in place,hazardous,bulk carrier,5,248697,41876.075000000004,54.908366361581585,Medium
895,PortB,PortY,1,2,2,38,1,22,1445,14,regular,clear,742,470698,878669,compliant,yes,not in place,hazardous,bulk carrier,11,181277,35819.33,44.834828266969154,Medium
896,PortB,PortY,1,1,1,32,0,23,1834,15,irregular,clear,791,386818,770993,non-compliant,yes,in place,non-hazardous,container,10,349489,29635.48,34.54988997975894,Medium
897,PortC,PortY,1,0,0,43,1,16,1768,9,regular,clear,986,388325,675024,compliant,no,in place,hazardous,container,9,284258,29768.625,34.771335860278455,Medium
898,PortA,PortZ,1,1,5,93,1,14,1240,16,regular,clear,977,363302,1102693,compliant,no,not in place,hazardous,bulk carrier,15,324584,27758.12,31.42747728493662,Medium
899,PortC,PortY,0,0,5,24,0,26,1665,15,regular,congested areas,668,223641,755592,non-compliant,yes,not in place,non-hazardous,container,12,253326,17330.595,14.084486896531082,Low
900,PortA,PortZ,1,4,3,62,2,18,1662,14,regular,congested areas,622,374988,923197,compliant,yes,in place,hazardous,container,6,470893,28671.34,32.94633872928701,Medium
901,PortC,PortX,1,1,2,26,0,18,1270,19,regular,congested areas,780,461046,1062933,non-compliant,no,in place,hazardous,bulk carrier,6,283850,35058.10999999999,43.56877221402637,Medium
902,PortB,PortX,1,4,1,73,1,25,1663,13,irregular,congested areas,892,317368,857758,compliant,no,not in place,non-hazardous,container,16,306800,24406.3,25.85275250185862,Low
903,PortC,PortX,1,2,6,93,0,22,1807,14,regular,congested areas,608,402345,826225,compliant,no,not in place,non-hazardous,container,11,387788,30756.825,36.41490354310083,Medium
904,PortB,PortY,1,0,0,70,2,21,1275,18,irregular,clear,870,428744,983935,non-compliant,yes,not in place,hazardous,bulk carrier,4,212338,32655.82,39.57329942636461,Medium
905,PortA,PortZ,1,2,3,66,0,28,1316,13,irregular,congested areas,986,287472,1117690,non-compliant,no,not in place,non-hazardous,container,9,204945,22096.335,22.01083404157651,Low
906,PortA,PortY,1,0,2,86,1,17,1703,13,regular,congested areas,692,333300,774602,non-compliant,no,not in place,hazardous,container,11,388095,25567.655000000002,27.784310431715106,Low
907,PortB,PortZ,0,4,5,97,2,23,1554,14,irregular,clear,616,283842,927477,compliant,yes,in place,non-hazardous,container,5,305505,21808.249999999996,21.53169298115768,Low
908,PortA,PortY,1,3,0,46,1,20,1610,16,regular,congested areas,753,297219,690125,non-compliant,no,not in place,hazardous,container,8,259850,22852.195,23.267975378085435,Low
909,PortC,PortX,1,1,1,16,2,21,1568,15,irregular,congested areas,927,267508,891019,non-compliant,yes,not in place,hazardous,bulk carrier,16,410337,20648.399999999998,19.602638157314804,Low
910,PortB,PortZ,1,4,6,17,2,26,1578,12,irregular,clear,748,291404,955130,compliant,no,in place,hazardous,bulk carrier,24,268807,22409.255,22.531280509203285,Low
911,PortA,PortY,0,0,4,96,0,22,1234,13,regular,congested areas,976,479683,821806,compliant,yes,not in place,non-hazardous,container,13,322548,36486.265,45.9440701335378,Medium
912,PortC,PortZ,0,0,4,87,0,22,1709,13,irregular,clear,866,289781,881451,compliant,yes,not in place,non-hazardous,bulk carrier,5,260386,22340.44,22.41682785782358,Low
913,PortC,PortZ,0,0,2,77,1,24,1733,14,irregular,clear,927,379133,738765,non-compliant,yes,not in place,hazardous,bulk carrier,10,380343,29061.03,33.59446855150827,Medium
914,PortA,PortY,1,0,6,30,0,18,1454,15,irregular,congested areas,705,333930,961561,compliant,no,in place,non-hazardous,bulk carrier,12,483207,25555.405000000002,27.763936312999693,Low
915,PortA,PortY,1,1,0,70,0,16,1491,15,irregular,clear,980,452504,1108354,non-compliant,no,not in place,non-hazardous,container,15,163896,34512.295,42.66097632776884,Medium
916,PortC,PortZ,1,2,3,83,2,15,1193,11,irregular,congested areas,634,472956,785428,non-compliant,no,not in place,hazardous,container,16,361265,35903.509999999995,44.97483588439475,Medium
917,PortB,PortZ,0,3,0,95,0,12,1602,17,irregular,congested areas,718,440908,856599,non-compliant,no,not in place,non-hazardous,bulk carrier,18,435658,33617.295,41.17241826652009,Medium
918,PortA,PortX,1,1,6,89,2,28,1614,15,irregular,congested areas,613,389883,1025381,non-compliant,yes,not in place,non-hazardous,bulk carrier,11,307852,29777.3,34.78576406271569,Medium
919,PortA,PortZ,0,0,5,84,2,15,1487,17,irregular,clear,613,343360,1131813,compliant,no,in place,hazardous,bulk carrier,12,236895,26251.5,28.921676898077852,Low
920,PortB,PortX,0,1,4,95,2,19,1724,15,regular,clear,865,274254,726021,compliant,no,in place,hazardous,bulk carrier,2,392096,21179.195,20.485452879237194,Low
921,PortB,PortX,0,4,2,38,1,18,1433,17,irregular,clear,739,527990,924682,non-compliant,yes,not in place,non-hazardous,container,6,450165,40112.255,51.97479264136728,Medium
922,PortA,PortX,0,0,1,34,1,21,1612,15,regular,clear,893,311178,992469,non-compliant,yes,not in place,non-hazardous,bulk carrier,5,439052,23926.125,25.054128628048428,Low
923,PortB,PortZ,0,3,0,67,1,23,1296,17,regular,clear,963,422421,934691,compliant,yes,not in place,non-hazardous,container,7,386590,32205.569999999996,38.82444661398778,Medium
924,PortC,PortX,1,0,4,23,2,23,1495,16,irregular,clear,718,452754,578481,compliant,yes,not in place,hazardous,container,6,359791,34481.64,42.60999113517937,Medium
925,PortC,PortZ,1,3,3,87,1,17,1465,14,irregular,clear,837,318582,1025163,non-compliant,no,not in place,non-hazardous,container,6,260098,24434.309999999998,25.899338547998926,Low
926,PortC,PortZ,0,3,2,75,1,19,1545,19,regular,clear,633,454867,1177900,non-compliant,yes,not in place,non-hazardous,container,17,436524,34634.43,42.86411044934496,Medium
927,PortA,PortY,1,2,1,63,0,21,1426,16,regular,clear,768,432686,967499,non-compliant,no,not in place,non-hazardous,container,2,430995,32968.625,40.093554626754475,Medium
928,PortB,PortZ,1,2,0,86,1,19,1473,16,regular,clear,609,500046,795334,non-compliant,no,in place,non-hazardous,container,11,236194,38000.174999999996,48.461995200023956,Medium
929,PortC,PortZ,0,1,3,76,1,26,1665,12,irregular,clear,721,331774,873030,non-compliant,yes,not in place,non-hazardous,container,16,386447,25451.785,27.591596216567737,Low
930,PortB,PortX,0,1,1,39,2,21,1412,12,irregular,congested areas,744,267894,1215486,compliant,yes,in place,non-hazardous,bulk carrier,10,415282,20600.98,19.523769527969094,Low
931,PortC,PortZ,1,3,5,27,2,22,1178,15,irregular,clear,822,331471,1086494,non-compliant,yes,in place,hazardous,container,18,438211,25327.7,27.385218867930806,Low
932,PortB,PortZ,1,0,4,63,2,22,1849,15,regular,congested areas,970,383833,1046003,compliant,yes,not in place,hazardous,bulk carrier,9,342501,29451.114999999998,34.243255335108515,Medium
933,PortC,PortY,1,4,5,30,2,24,1776,13,irregular,congested areas,856,367869,1003461,non-compliant,yes,in place,hazardous,bulk carrier,20,264243,28215.0,32.18735706932024,Medium
934,PortC,PortY,1,4,4,62,2,20,1241,15,irregular,congested areas,867,333514,850829,compliant,no,in place,non-hazardous,bulk carrier,4,299788,25505.645,27.681175811180985,Low
935,PortC,PortX,0,0,3,92,2,14,1637,18,irregular,congested areas,958,209727,919914,non-compliant,yes,in place,non-hazardous,bulk carrier,18,249275,16335.54,12.429518023194898,Low
936,PortC,PortX,1,0,5,25,1,21,1399,16,irregular,clear,603,404883,938311,compliant,no,not in place,hazardous,bulk carrier,7,344893,30843.645,36.55930199100878,Medium
937,PortC,PortY,0,2,4,37,2,17,1552,12,regular,congested areas,996,524053,1032436,compliant,yes,in place,hazardous,container,19,325311,39897.22,51.61714785622692,Medium
938,PortC,PortY,0,4,2,13,2,17,1558,14,irregular,congested areas,953,415365,1176337,non-compliant,no,in place,hazardous,container,9,564503,31739.785,38.049756092693094,Medium
939,PortC,PortZ,1,3,3,64,0,22,1453,13,irregular,congested areas,705,420704,1117750,non-compliant,no,not in place,hazardous,bulk carrier,17,439467,32065.435,38.59137501185025,Medium
940,PortC,PortX,1,1,4,24,1,24,1343,14,regular,clear,684,418143,737092,compliant,no,not in place,hazardous,bulk carrier,18,446954,31841.065,38.21820431665206,Medium
941,PortC,PortX,1,2,0,73,1,20,1361,14,irregular,congested areas,813,401620,983599,compliant,yes,in place,non-hazardous,bulk carrier,9,397135,30631.625,36.206671733862464,Medium
942,PortB,PortZ,0,4,4,74,1,21,1316,14,regular,congested areas,720,440196,1060514,compliant,yes,not in place,non-hazardous,container,17,313268,33495.265,40.96945878024725,Medium
943,PortB,PortZ,0,0,5,25,2,26,1333,12,regular,clear,731,397752,1042829,non-compliant,yes,not in place,non-hazardous,bulk carrier,11,322461,30318.819999999996,35.686416533472595,Medium
944,PortA,PortX,0,4,2,29,2,20,1486,14,irregular,clear,937,341566,855614,compliant,no,in place,non-hazardous,container,4,331613,26183.985,28.809386398072032,Low
945,PortC,PortY,0,3,1,73,2,30,1356,13,regular,clear,796,304762,1387116,non-compliant,no,in place,non-hazardous,container,14,368823,23365.229999999996,24.12125178585387,Low
946,PortB,PortY,1,2,1,42,0,22,1636,9,irregular,clear,618,349527,758437,non-compliant,yes,in place,hazardous,bulk carrier,6,388916,26754.579999999998,29.758396215902454,Low
947,PortB,PortZ,0,0,4,90,2,12,1797,19,regular,clear,729,392633,787521,non-compliant,yes,not in place,hazardous,container,8,350070,30046.614999999998,35.23368698368241,Medium
948,PortB,PortX,0,3,1,78,0,23,1383,17,regular,clear,611,340760,985039,non-compliant,no,in place,non-hazardous,container,7,320940,26032.305,28.55711322854107,Low
949,PortB,PortZ,1,1,4,78,1,21,1547,14,irregular,clear,680,389676,1267520,non-compliant,no,in place,hazardous,container,13,290588,29755.87,34.75012182891395,Medium
950,PortB,PortY,0,2,2,67,2,25,1599,15,regular,clear,929,395668,824570,non-compliant,yes,not in place,non-hazardous,bulk carrier,7,210735,30268.855,35.60331507701417,Medium
951,PortB,PortY,0,3,1,48,0,22,1594,12,irregular,clear,953,440571,910125,compliant,yes,not in place,non-hazardous,bulk carrier,5,478337,33639.15,41.20876735750176,Medium
952,PortA,PortZ,1,3,5,86,0,19,1515,18,irregular,congested areas,861,481151,1111594,compliant,yes,not in place,hazardous,bulk carrier,6,570552,36644.545,46.20732037927462,Medium
953,PortB,PortY,0,0,5,45,2,15,1648,18,irregular,clear,991,379737,947320,non-compliant,no,not in place,non-hazardous,bulk carrier,8,469933,29095.945,33.65253894783062,Medium
954,PortA,PortX,0,1,0,77,1,19,1596,15,irregular,congested areas,724,256582,899809,compliant,no,in place,non-hazardous,bulk carrier,14,224093,19793.85,18.181356267661037,Low
955,PortA,PortZ,0,3,4,96,1,16,1252,17,regular,congested areas,906,343826,1034844,compliant,yes,in place,non-hazardous,bulk carrier,16,428701,26286.920000000002,28.980587207049282,Low
956,PortC,PortZ,0,2,1,30,1,17,1673,15,irregular,clear,866,376143,990877,non-compliant,yes,in place,hazardous,bulk carrier,16,452377,28808.105,33.173805369786095,Medium
957,PortC,PortZ,1,3,5,72,0,22,1677,12,regular,clear,982,218621,1104565,compliant,yes,not in place,hazardous,bulk carrier,11,309656,17019.645,13.56731691983242,Low
958,PortC,PortY,0,4,6,94,0,26,1347,14,irregular,clear,739,481037,1143720,non-compliant,yes,in place,non-hazardous,container,11,398892,36571.18,46.085300198086344,Medium
959,PortB,PortX,1,2,2,15,0,21,1507,15,regular,clear,928,376608,996050,non-compliant,yes,not in place,non-hazardous,bulk carrier,11,304369,28814.905,33.185115084664865,Medium
960,PortC,PortZ,0,2,2,33,0,15,1636,14,regular,congested areas,601,405652,993759,non-compliant,no,not in place,hazardous,container,14,502892,30958.405,36.75017006152152,Medium
961,PortB,PortZ,1,3,6,62,1,21,1458,14,regular,congested areas,607,478568,982116,non-compliant,yes,not in place,hazardous,container,17,386537,36386.475,45.77810006769197,Medium
962,PortB,PortY,1,0,6,92,2,24,1714,14,regular,clear,849,312502,1023369,compliant,no,in place,hazardous,bulk carrier,11,258284,24043.68,25.249645324015017,Low
963,PortC,PortX,1,2,0,85,0,17,1972,14,irregular,congested areas,738,416772,958275,compliant,no,not in place,hazardous,container,14,416980,31904.92,38.32440752894372,Medium
964,PortC,PortZ,0,4,2,87,0,19,1342,15,irregular,clear,723,364004,949908,non-compliant,no,in place,non-hazardous,container,5,455878,27787.359999999997,31.47610905891529,Medium
965,PortA,PortY,0,0,2,59,1,20,1223,12,regular,congested areas,908,353763,1129494,compliant,no,in place,non-hazardous,bulk carrier,16,369813,27025.635,30.20921309332344,Medium
966,PortA,PortZ,0,0,1,21,2,16,1560,13,regular,congested areas,827,308121,1177417,non-compliant,no,in place,non-hazardous,container,13,397944,23669.905,24.62798522419015,Low
967,PortB,PortY,1,0,4,65,2,22,1644,12,irregular,clear,609,500399,723867,non-compliant,no,not in place,hazardous,bulk carrier,6,343024,38070.53999999999,48.57902580111866,Medium
968,PortB,PortX,0,2,3,24,1,19,1453,16,regular,clear,811,331788,951503,compliant,no,in place,hazardous,container,17,236571,25415.665,27.531521672241148,Low
969,PortC,PortY,0,0,2,92,1,21,1790,10,regular,congested areas,711,422698,846695,compliant,no,in place,non-hazardous,container,5,334826,32298.385,38.978815906116054,Medium
970,PortC,PortZ,0,3,2,49,2,16,1232,17,irregular,clear,607,220114,903354,non-compliant,yes,not in place,hazardous,bulk carrier,0,402303,16944.355,13.442095091417425,Low
971,PortA,PortZ,0,0,3,50,0,18,1638,17,regular,congested areas,891,461258,1010377,compliant,yes,in place,non-hazardous,container,16,337197,35187.14,43.78337405385088,Medium
972,PortC,PortY,1,4,2,78,2,22,1378,14,regular,clear,961,455680,1050415,non-compliant,yes,not in place,hazardous,container,13,430076,34721.13,43.008309314049164,Medium
973,PortB,PortX,1,1,1,78,1,18,1843,9,irregular,clear,852,373333,933181,non-compliant,yes,in place,non-hazardous,bulk carrier,5,310781,28637.48,32.89002300196423,Medium
974,PortC,PortX,0,4,1,15,0,26,1898,14,regular,clear,613,347711,662998,compliant,yes,not in place,non-hazardous,bulk carrier,13,317340,26683.675,29.640467490390897,Low
975,PortA,PortZ,0,2,3,96,0,18,1346,14,irregular,clear,839,403655,805243,non-compliant,no,not in place,non-hazardous,container,17,433111,30784.66,36.46119853040235,Medium
976,PortB,PortZ,0,0,5,76,1,20,1390,12,irregular,clear,841,551712,1084474,compliant,no,not in place,non-hazardous,container,13,372185,41900.445,54.94889838387501,Medium
977,PortA,PortY,1,0,2,42,1,23,1671,13,irregular,clear,941,224382,538936,non-compliant,no,not in place,hazardous,bulk carrier,24,308827,17442.329999999998,14.270323807116139,Low
978,PortA,PortY,0,3,5,52,1,14,1422,18,irregular,clear,748,435231,1128114,non-compliant,no,not in place,non-hazardous,container,7,453380,33153.22,40.400571805878734,Medium
979,PortB,PortY,1,0,2,30,2,12,1490,16,regular,congested areas,835,291126,1028184,non-compliant,no,in place,non-hazardous,bulk carrier,0,281126,22378.76,22.48056142755213,Low
980,PortA,PortX,1,4,4,93,2,13,1505,13,irregular,clear,905,362271,1147426,non-compliant,yes,in place,non-hazardous,bulk carrier,4,277305,27733.845,31.38710326601282,Medium
981,PortC,PortX,0,2,2,74,0,25,1116,11,irregular,congested areas,766,333522,920214,non-compliant,yes,in place,non-hazardous,bulk carrier,0,67055,25454.51,27.59612841848606,Low
982,PortC,PortZ,0,1,1,26,1,17,1497,14,regular,clear,619,330464,640789,compliant,no,in place,hazardous,container,22,294603,25288.055,27.319281566994267,Low
983,PortA,PortZ,0,0,0,17,0,30,1362,14,irregular,congested areas,815,373206,1014554,non-compliant,yes,not in place,non-hazardous,container,11,480871,28502.945,32.666265282668036,Medium
984,PortC,PortZ,1,1,6,73,0,17,1401,15,regular,clear,942,266404,1141197,compliant,yes,not in place,non-hazardous,container,21,142770,20524.425,19.396443759947978,Low
985,PortA,PortY,1,0,0,99,0,20,1788,13,irregular,clear,734,445074,1088708,compliant,yes,in place,hazardous,bulk carrier,10,254807,33980.424999999996,41.776373672979595,Medium
986,PortC,PortX,0,2,0,37,0,26,1248,16,irregular,congested areas,992,226163,850596,compliant,yes,not in place,non-hazardous,container,7,393906,17480.92,14.33450643905311,Low
987,PortA,PortZ,1,4,0,99,1,28,1662,18,irregular,clear,728,399456,963014,non-compliant,yes,in place,non-hazardous,bulk carrier,3,125513,30530.274999999998,36.038107086367965,Medium
988,PortC,PortZ,0,2,6,22,0,28,1444,16,irregular,clear,893,338823,870074,compliant,no,not in place,non-hazardous,container,10,298930,25960.2,28.43718867099208,Low
989,PortB,PortZ,0,1,5,22,1,24,1444,14,regular,clear,845,279530,827110,compliant,yes,not in place,non-hazardous,bulk carrier,16,464086,21501.969999999998,21.022290117471346,Low
990,PortB,PortZ,1,0,6,47,1,24,1658,14,regular,clear,788,393905,1093308,compliant,yes,in place,hazardous,bulk carrier,10,554302,30122.255,35.35949092977499,Medium
991,PortC,PortZ,1,1,5,34,2,22,1568,14,regular,clear,643,244395,770370,non-compliant,no,in place,hazardous,container,4,379024,18857.875,16.62464885830092,Low
