RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Insurance_Premium,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore,Scaled_RiskScore,Risk_Category
820,PortC,PortZ,1,2,1,31,0,15,1639,12,irregular,congested areas,720,312208,31206,970973,compliant,yes,in place,hazardous,bulk carrier,1,179216,20228.04,24.13316698,Low
821,PortA,PortX,0,0,0,57,0,22,1669,16,regular,congested areas,900,565351,35982,985774,compliant,no,in place,non-hazardous,bulk carrier,9,383246,35604.02,54.63295473,Medium
822,PortA,PortZ,0,0,1,62,1,26,1441,16,irregular,congested areas,811,531223,36428,1082836,non-compliant,no,not in place,non-hazardous,bulk carrier,6,450659,33497.045,50.45355997,Medium
823,PortA,PortZ,1,4,1,19,1,24,1485,11,regular,clear,662,374861,77293,1217252,non-compliant,yes,not in place,hazardous,container,17,478213,25322.75,34.23903169,Medium
824,PortB,PortZ,1,4,4,27,2,19,1196,18,regular,clear,667,396535,41529,745298,non-compliant,no,in place,non-hazardous,bulk carrier,10,312164,25478.065,34.54711446,Medium
825,PortB,PortY,1,0,6,89,2,25,1428,16,irregular,clear,852,476970,33954,942128,non-compliant,yes,not in place,hazardous,container,8,364531,30172.77,43.85952941,Medium
826,PortA,PortY,1,0,6,58,2,20,1678,17,irregular,congested areas,601,355981,16823,908549,non-compliant,no,in place,non-hazardous,container,4,355053,22410.755,28.46279957,Low
827,PortC,PortZ,0,4,0,80,1,18,1615,12,irregular,clear,997,322419,35426,1015062,compliant,yes,in place,hazardous,bulk carrier,9,498980,21017.645,25.69942714,Low
828,PortC,PortZ,1,3,5,39,1,17,1600,12,regular,clear,707,433366,50257,982350,non-compliant,yes,not in place,hazardous,bulk carrier,18,268951,28057.615,39.6639088,Medium
829,PortB,PortX,0,1,1,28,1,18,1509,14,regular,clear,885,371451,29992,897118,non-compliant,no,not in place,hazardous,bulk carrier,19,303534,23746.87,31.11311675,Medium
830,PortC,PortZ,0,1,1,64,1,18,1501,16,regular,clear,648,377965,27159,883864,compliant,yes,not in place,non-hazardous,bulk carrier,10,266527,24002.97,31.62111661,Medium
831,PortA,PortX,0,0,3,69,1,20,1367,18,irregular,congested areas,739,293512,57588,782532,non-compliant,no,not in place,hazardous,bulk carrier,11,205084,19834.695,23.35292799,Low
832,PortC,PortY,1,4,6,96,1,20,1639,16,regular,congested areas,817,231325,29921,1098179,non-compliant,yes,not in place,non-hazardous,bulk carrier,15,374778,15358.28,14.47351299,Low
833,PortB,PortZ,0,2,1,81,1,20,1584,14,regular,clear,643,394397,53476,1018880,non-compliant,yes,in place,hazardous,bulk carrier,6,510129,25799.08,35.18387968,Medium
834,PortB,PortX,0,2,6,90,2,21,1598,12,regular,clear,868,438904,45066,1087665,non-compliant,yes,not in place,hazardous,bulk carrier,13,330151,28266.545,40.07834227,Medium
835,PortA,PortY,1,1,1,30,2,24,1394,17,regular,clear,677,345025,31009,903440,non-compliant,no,in place,hazardous,container,23,261810,22123.75,27.89349657,Low
836,PortB,PortX,1,3,4,35,2,23,1069,13,irregular,clear,815,483348,40793,851474,non-compliant,yes,not in place,non-hazardous,container,15,368685,30663.76,44.83345698,Medium
837,PortB,PortY,1,1,0,37,2,14,1719,18,regular,clear,981,314132,38613,788252,compliant,yes,in place,hazardous,bulk carrier,15,408911,20637.21,24.94479642,Low
838,PortB,PortZ,0,0,6,48,1,9,1404,14,irregular,clear,697,282341,53022,1003837,non-compliant,yes,not in place,hazardous,container,18,334363,19024.92,21.74665863,Low
839,PortC,PortX,1,3,2,42,0,23,1327,18,irregular,clear,835,369139,65483,794031,non-compliant,no,not in place,non-hazardous,bulk carrier,16,490353,24619.91,32.84487854,Medium
840,PortB,PortZ,0,2,0,49,1,14,1638,16,regular,clear,881,356830,40160,1227299,non-compliant,no,in place,hazardous,container,10,268763,23205.15,30.03856118,Medium
841,PortC,PortX,0,4,3,92,0,19,1421,14,regular,clear,748,427662,53157,753853,compliant,yes,not in place,hazardous,container,6,321303,27765.665,39.0847969,Medium
842,PortB,PortY,1,4,0,38,2,15,1711,13,irregular,congested areas,903,306982,41115,991049,compliant,yes,not in place,non-hazardous,bulk carrier,11,379598,20267.64,24.21171752,Low
843,PortB,PortX,0,0,1,29,1,12,1623,14,regular,clear,665,478912,53866,1185028,compliant,no,in place,non-hazardous,bulk carrier,7,389296,30892.98,45.28813768,Medium
844,PortC,PortX,0,1,3,29,2,22,1636,15,irregular,congested areas,833,525089,60750,1039863,compliant,yes,in place,non-hazardous,bulk carrier,10,354722,33910.905,51.2744925,Medium
845,PortC,PortZ,0,0,0,83,1,23,1226,15,regular,congested areas,686,357976,8676,976351,non-compliant,yes,in place,hazardous,container,7,222158,22189.415,28.02374964,Low
846,PortA,PortZ,0,4,3,21,2,17,1742,13,regular,clear,678,479166,44708,804727,compliant,yes,not in place,non-hazardous,container,10,583801,30668.735,44.84332539,Medium
847,PortA,PortZ,1,2,2,34,0,9,1552,14,irregular,clear,804,281800,42819,742734,non-compliant,yes,in place,hazardous,bulk carrier,4,326403,18745.28,21.19196483,Low
848,PortC,PortY,0,4,0,34,0,17,1426,15,regular,congested areas,878,454069,36823,1065507,non-compliant,yes,in place,hazardous,container,8,361026,28887.055,41.30918565,Medium
849,PortB,PortZ,1,3,6,13,0,21,1528,10,irregular,congested areas,936,454365,28426,1175922,non-compliant,yes,not in place,non-hazardous,bulk carrier,14,411676,28691.93,40.92213578,Medium
850,PortA,PortX,0,4,6,13,1,14,1144,15,irregular,clear,853,433392,35753,884172,compliant,no,not in place,non-hazardous,container,15,286349,27538.635,38.63446028,Medium
851,PortC,PortY,0,4,5,18,0,20,1581,13,regular,congested areas,903,366539,30460,779140,non-compliant,yes,not in place,hazardous,bulk carrier,14,355692,23489.21,30.60202248,Medium
852,PortC,PortZ,1,3,1,24,1,19,1294,12,irregular,clear,979,127774,41538,581274,compliant,yes,not in place,non-hazardous,container,10,282280,9439.03,2.732091071,Low
853,PortB,PortX,0,1,3,35,0,22,1229,11,regular,clear,729,318239,78151,802885,non-compliant,no,not in place,non-hazardous,bulk carrier,12,391555,21898.58,27.44684945,Low
854,PortC,PortX,0,4,5,88,0,20,1195,11,regular,congested areas,683,316046,41663,932951,compliant,no,not in place,hazardous,bulk carrier,21,322397,20655.17,24.98042187,Low
855,PortA,PortY,0,0,5,99,1,16,1722,12,regular,clear,875,290583,61550,1189868,compliant,no,in place,non-hazardous,bulk carrier,8,376871,19891.73,23.46606259,Low
856,PortB,PortX,0,4,4,80,1,24,1374,13,irregular,congested areas,786,372046,62268,1050970,non-compliant,no,in place,non-hazardous,container,20,245346,24700.495,33.00472692,Medium
857,PortC,PortZ,0,0,3,41,0,19,1806,18,regular,clear,645,329838,49069,995762,non-compliant,yes,not in place,non-hazardous,bulk carrier,4,267108,21848.235,27.34698513,Low
858,PortC,PortX,0,3,5,85,1,19,1392,13,regular,clear,986,294705,59312,889982,non-compliant,no,in place,hazardous,container,3,213485,20013.535,23.70767494,Low
859,PortB,PortZ,1,4,4,61,0,16,1158,15,irregular,congested areas,782,279243,46569,862525,compliant,yes,in place,non-hazardous,bulk carrier,11,278946,18604.145,20.91200951,Low
860,PortB,PortZ,1,3,5,41,1,18,1276,15,irregular,congested areas,867,297391,47892,1160847,compliant,no,in place,non-hazardous,bulk carrier,11,92647,19779.945,23.24432591,Low
861,PortB,PortY,1,3,1,18,2,16,1747,15,irregular,clear,895,455684,65931,980110,compliant,no,in place,hazardous,bulk carrier,6,319289,29941.375,43.40053438,Medium
862,PortA,PortX,0,1,2,87,2,19,1468,14,irregular,clear,921,311946,45096,634609,non-compliant,no,not in place,hazardous,container,10,296575,20627.62,24.9257737,Low
863,PortA,PortY,0,4,4,22,2,26,1390,12,regular,congested areas,699,327059,47716,848969,compliant,yes,not in place,hazardous,container,14,365091,21551.56,26.75850072,Low
864,PortC,PortY,0,0,2,65,2,14,1532,17,regular,clear,677,331187,27772,821267,non-compliant,no,in place,hazardous,container,7,354460,21227.39,26.11547723,Low
865,PortC,PortY,1,0,3,53,2,13,1600,18,regular,congested areas,871,400904,36867,868060,compliant,no,not in place,non-hazardous,bulk carrier,17,475707,25739.485,35.06566706,Medium
866,PortB,PortZ,0,4,1,92,0,25,1723,11,regular,congested areas,938,416971,67119,1034436,compliant,no,in place,hazardous,container,17,609431,27658.485,38.87219469,Medium
867,PortC,PortZ,1,1,4,39,2,19,1789,12,irregular,congested areas,761,129615,42522,933883,compliant,yes,in place,hazardous,bulk carrier,18,463753,9659.13,3.168681343,Low
868,PortC,PortZ,0,1,3,25,2,17,1428,14,irregular,clear,643,446965,33230,938470,non-compliant,yes,not in place,non-hazardous,bulk carrier,7,304689,28306.51,40.15761682,Medium
869,PortB,PortZ,0,1,5,21,2,24,1234,13,regular,congested areas,837,479942,48799,1147020,non-compliant,no,in place,hazardous,bulk carrier,8,300660,30744.44,44.99349379,Medium
870,PortA,PortX,0,0,6,83,2,17,1417,16,irregular,clear,733,287828,29239,845530,non-compliant,yes,not in place,hazardous,bulk carrier,11,436866,18653.6,21.01010842,Low
871,PortA,PortX,1,3,0,75,1,27,1552,13,irregular,congested areas,791,281299,32196,1229629,compliant,no,not in place,non-hazardous,bulk carrier,10,181665,18399.79,20.50665101,Low
872,PortA,PortZ,0,1,3,27,0,22,1307,19,irregular,clear,955,329903,26463,849303,compliant,yes,not in place,hazardous,container,10,318479,21112.505,25.88759139,Low
873,PortC,PortZ,1,0,2,22,2,18,1308,17,irregular,clear,877,305828,67018,963379,compliant,no,not in place,hazardous,container,15,326184,20869.075,25.40472374,Low
874,PortB,PortX,0,0,1,33,2,28,1568,15,irregular,congested areas,617,388334,36020,907819,compliant,yes,not in place,non-hazardous,bulk carrier,15,408413,24904.915,33.41021435,Medium
875,PortA,PortY,0,3,1,21,2,17,1490,17,regular,congested areas,611,214847,28806,968512,non-compliant,no,not in place,non-hazardous,bulk carrier,7,411386,14256.425,12.28787386,Low
876,PortC,PortY,1,4,3,69,0,22,1506,17,regular,congested areas,779,274342,42666,1016688,compliant,yes,not in place,non-hazardous,container,6,275543,18280.76,20.27054315,Low
877,PortB,PortZ,0,4,5,69,1,21,1348,13,irregular,clear,722,488563,41238,1015075,compliant,yes,not in place,non-hazardous,bulk carrier,5,308562,31039.99,45.57974665,Medium
878,PortA,PortY,0,1,0,95,0,25,1453,13,irregular,clear,845,295467,39531,837032,non-compliant,no,not in place,non-hazardous,bulk carrier,7,394510,19453.97,22.59772203,Low
879,PortA,PortZ,0,1,2,10,1,26,1315,15,regular,clear,821,462979,39925,781562,non-compliant,no,in place,non-hazardous,bulk carrier,16,270107,29477.35,42.48009458,Medium
880,PortB,PortZ,0,3,3,52,2,20,1678,16,regular,congested areas,972,401957,35524,1325475,non-compliant,yes,not in place,non-hazardous,bulk carrier,12,470611,25804.5,35.19463079,Medium
881,PortC,PortZ,1,1,3,64,2,16,1707,15,irregular,congested areas,650,225804,47498,877402,compliant,no,in place,non-hazardous,container,16,410917,15536.345,14.82672266,Low
882,PortC,PortX,1,3,6,49,0,21,1130,11,irregular,congested areas,670,419183,24107,1054881,non-compliant,no,not in place,non-hazardous,bulk carrier,3,367150,26298.89,36.1753026,Medium
883,PortA,PortY,0,0,1,73,0,17,1314,13,irregular,congested areas,647,360041,34948,708853,compliant,no,in place,non-hazardous,container,13,389094,23114.08,29.85791476,Low
884,PortB,PortX,0,1,2,43,1,28,1200,14,regular,congested areas,618,328728,47994,908058,non-compliant,no,not in place,non-hazardous,container,13,303310,21595.98,26.84661221,Low
885,PortC,PortY,1,0,0,43,1,20,1369,14,irregular,clear,861,383965,47005,930920,compliant,yes,not in place,non-hazardous,container,18,287370,24968.995,33.53732341,Medium
886,PortB,PortX,0,2,1,57,0,18,1483,18,irregular,congested areas,683,403347,51902,1020922,compliant,no,not in place,hazardous,container,9,307527,26271.505,36.12098172,Medium
887,PortB,PortX,1,3,3,42,1,20,1210,12,irregular,clear,754,426607,59764,541631,compliant,yes,in place,non-hazardous,bulk carrier,9,399996,27850.005,39.25209369,Medium
888,PortA,PortZ,0,2,1,77,0,14,1315,16,irregular,congested areas,652,462765,40104,974921,compliant,yes,in place,non-hazardous,bulk carrier,19,370101,29433.075,42.39227071,Medium
889,PortB,PortZ,1,1,1,39,1,16,1299,17,irregular,congested areas,706,398037,39156,777538,compliant,no,not in place,non-hazardous,bulk carrier,11,307728,25529.025,34.64819869,Medium
890,PortB,PortX,1,0,4,93,0,24,1541,19,irregular,congested areas,956,261197,35701,998651,compliant,no,in place,non-hazardous,container,12,424958,17327.045,18.37875446,Low
891,PortB,PortY,1,1,1,99,0,17,1513,14,irregular,congested areas,903,328738,33826,794550,non-compliant,yes,not in place,non-hazardous,container,14,332605,21304.11,26.267659,Low
892,PortC,PortY,1,2,5,88,0,15,1355,15,irregular,congested areas,734,599477,39702,821677,compliant,no,in place,hazardous,container,3,280668,37651.13,58.6936013,Medium
893,PortA,PortZ,0,1,1,80,1,22,1535,16,regular,clear,668,426730,52081,908955,compliant,no,in place,hazardous,bulk carrier,12,375434,27690.16,38.93502521,Medium
894,PortA,PortZ,0,4,5,80,1,24,1390,15,regular,congested areas,610,551977,35688,792150,compliant,yes,in place,hazardous,bulk carrier,5,248697,34667.06,52.77440125,Medium
895,PortB,PortY,1,2,2,38,1,22,1445,14,regular,clear,742,470698,59268,878669,compliant,yes,not in place,hazardous,bulk carrier,11,181277,30536.9,44.58181753,Medium
896,PortB,PortY,1,1,1,32,0,23,1834,15,irregular,clear,791,386818,43245,770993,non-compliant,yes,in place,non-hazardous,container,10,349489,25130.56,33.85780368,Medium
897,PortC,PortY,1,0,0,43,1,16,1768,9,regular,clear,986,388325,36948,675024,compliant,no,in place,hazardous,container,9,284258,25052.19,33.70234898,Medium
898,PortA,PortZ,1,1,5,93,1,14,1240,16,regular,clear,977,363302,40475,1102693,compliant,no,not in place,hazardous,bulk carrier,15,324584,23522.84,30.66873093,Medium
899,PortC,PortY,0,0,5,24,0,26,1665,15,regular,congested areas,668,223641,26052,755592,non-compliant,yes,not in place,non-hazardous,container,12,253326,14757.54,13.28188537,Low
900,PortA,PortZ,1,4,3,62,2,18,1662,14,regular,congested areas,622,374988,46679,923197,compliant,yes,in place,hazardous,container,6,470893,24446.89,32.50167614,Medium
901,PortC,PortX,1,1,2,26,0,18,1270,19,regular,congested areas,780,461046,32968,1062933,non-compliant,no,in place,hazardous,bulk carrier,6,283850,29131.46,41.79398731,Medium
902,PortB,PortX,1,4,1,73,1,25,1663,13,irregular,congested areas,892,317368,36767,857758,compliant,no,not in place,non-hazardous,container,16,306800,20748.79,25.16612647,Low
903,PortC,PortX,1,2,6,93,0,22,1807,14,regular,congested areas,608,402345,42899,826225,compliant,no,not in place,non-hazardous,container,11,387788,26008.62,35.59952314,Medium
904,PortB,PortY,1,0,0,70,2,21,1275,18,irregular,clear,870,428744,53791,983935,non-compliant,yes,not in place,hazardous,bulk carrier,4,212338,27838.39,39.22905418,Medium
905,PortA,PortZ,1,2,3,66,0,28,1316,13,irregular,congested areas,986,287472,35111,1117690,non-compliant,no,not in place,non-hazardous,container,9,204945,18837.585,21.375061,Low
906,PortA,PortY,1,0,2,86,1,17,1703,13,regular,congested areas,692,333300,28442,774602,non-compliant,no,not in place,hazardous,container,11,388095,21421.415,26.50034515,Low
907,PortB,PortZ,0,4,5,97,2,23,1554,14,irregular,clear,616,283842,56571,927477,compliant,yes,in place,non-hazardous,container,5,305505,19247.75,22.18866413,Low
908,PortA,PortY,1,3,0,46,1,20,1610,16,regular,congested areas,753,297219,32087,690125,non-compliant,no,not in place,hazardous,container,8,259850,19356.52,22.40442025,Low
909,PortC,PortX,1,1,1,16,2,21,1568,15,irregular,congested areas,927,267508,45758,891019,non-compliant,yes,not in place,hazardous,bulk carrier,16,410337,18008.52,19.73052799,Low
910,PortB,PortZ,1,4,6,17,2,26,1578,12,irregular,clear,748,291404,40359,955130,compliant,no,in place,hazardous,bulk carrier,24,268807,19248.965,22.1910742,Low
911,PortA,PortY,0,0,4,96,0,22,1234,13,regular,congested areas,976,479683,43498,821806,compliant,yes,not in place,non-hazardous,container,13,322548,30595.96,44.69896892,Medium
912,PortC,PortZ,0,0,4,87,0,22,1709,13,irregular,clear,866,289781,20546,881451,compliant,yes,not in place,non-hazardous,bulk carrier,5,260386,18610.105,20.92383176,Low
913,PortC,PortZ,0,0,2,77,1,24,1733,14,irregular,clear,927,379133,29349,738765,non-compliant,yes,not in place,hazardous,bulk carrier,10,380343,24254.505,32.12006133,Medium
914,PortA,PortY,1,0,6,30,0,18,1454,15,irregular,congested areas,705,333930,58893,961561,compliant,no,in place,non-hazardous,bulk carrier,12,483207,22313.245,28.26937878,Low
915,PortA,PortY,1,1,0,70,0,16,1491,15,irregular,clear,980,452504,39302,1108354,non-compliant,no,not in place,non-hazardous,container,15,163896,28903.795,41.34239111,Medium
916,PortC,PortZ,1,2,3,83,2,15,1193,11,irregular,congested areas,634,472956,53160,785428,non-compliant,no,not in place,hazardous,container,16,361265,30403.97,44.31813764,Medium
917,PortB,PortZ,0,3,0,95,0,12,1602,17,irregular,congested areas,718,440908,65253,856599,non-compliant,no,not in place,non-hazardous,bulk carrier,18,435658,28961.265,41.45638858,Medium
918,PortA,PortX,1,1,6,89,2,28,1614,15,irregular,congested areas,613,389883,34124,1025381,non-compliant,yes,not in place,non-hazardous,bulk carrier,11,307852,24952.775,33.50514942,Medium
919,PortA,PortZ,0,0,5,84,2,15,1487,17,irregular,clear,613,343360,30294,1131813,compliant,no,in place,hazardous,bulk carrier,12,236895,22009.92,27.66770343,Low
920,PortB,PortX,0,1,4,95,2,19,1724,15,regular,clear,865,274254,29906,726021,compliant,no,in place,hazardous,bulk carrier,2,392096,17962.565,19.63937167,Low
921,PortB,PortX,0,4,2,38,1,18,1433,17,irregular,clear,739,527990,31760,924682,non-compliant,yes,not in place,non-hazardous,container,6,450165,33145.205,49.75565028,Medium
922,PortA,PortX,0,0,1,34,1,21,1612,15,regular,clear,893,311178,59448,992469,non-compliant,yes,not in place,non-hazardous,bulk carrier,5,439052,21041.895,25.74752943,Low
923,PortB,PortZ,0,3,0,67,1,23,1296,17,regular,clear,963,422421,37421,934691,compliant,yes,not in place,non-hazardous,container,7,386590,26991.885,37.5499272,Medium
924,PortC,PortX,1,0,4,23,2,23,1495,16,irregular,clear,718,452754,28810,578481,compliant,yes,not in place,hazardous,container,6,359791,28554.63,40.64978756,Medium
925,PortC,PortZ,1,3,3,87,1,17,1465,14,irregular,clear,837,318582,31613,1025163,non-compliant,no,not in place,non-hazardous,container,6,260098,20603.97,24.87886157,Low
926,PortC,PortZ,0,3,2,75,1,19,1545,19,regular,clear,633,454867,42885,1177900,non-compliant,yes,not in place,non-hazardous,container,17,436524,29097.975,41.72756648,Medium
927,PortA,PortY,1,2,1,63,0,21,1426,16,regular,clear,768,432686,39123,967499,non-compliant,no,not in place,non-hazardous,container,2,430995,27652.025,38.85938064,Medium
928,PortB,PortZ,1,2,0,86,1,19,1473,16,regular,clear,609,500046,38911,795334,non-compliant,no,in place,non-hazardous,container,11,236194,31666.815,46.82311647,Medium
