Incidents,RouteID,IncidentType,Severity,Location,IncidentDate,Description,ResponseTime,DamageCost,InsuranceClaim
INC2609,R433,Delay,Medium,,14-08-2023,,,,
INC2610,R433,Delay,High,,19-09-2022,,,,
INC2611,R433,Natural Disaster,Medium,,15-04-2023,,,,
INC2612,R433,Attacks,Low,,14-01-2024,,,,
INC2613,R434,Port Security,Medium,,18-05-2023,,,,
INC2614,R434,Accident,Medium,,24-10-2022,Accidents on Barges                            ,,,
INC2615,R434,Attacks,Medium,,16-11-2023,,,,
INC2616,R434,Natural Disaster,Medium,,30-06-2022,,,,
INC2617,R434,Delay,High,,29-06-2023,,,,
INC2618,R434,Theft,Low,,24-02-2023,Container theft,,,
INC2619,R434,Piracy,Medium,,22-06-2023,,,,
INC2620,R435,Natural Disaster,Medium,,07-01-2024,,,,
INC2621,R435,Attacks,Medium,,12-06-2024,,,,
INC2622,R435,Piracy,Medium,,23-09-2023,,,,
INC2623,R435,Theft,High,,19-05-2023,Cargo theft,,,
INC2624,R435,Natural Disaster,Medium,,26-07-2023,,,,
INC2625,R436,Port Security,Low,,26-04-2024,,,,
INC2626,R436,Attacks,High,,01-06-2023,,,,
INC2627,R436,Port Security,Low,,10-04-2023,,,,
INC2628,R436,Port Security,Medium,,31-05-2023,,,,
INC2629,R436,Natural Disaster,High,,29-09-2022,,,,
INC2630,R436,Delay,Low,,02-01-2024,,,,
INC2631,R436,Natural Disaster,Low,,21-09-2023,,,,
INC2632,R436,Theft,Medium,,16-02-2024,Cargo theft,,,
INC2633,R436,Piracy,Low,,11-12-2022,,,,
INC2634,R436,Port Security,Low,,19-09-2022,,,,
INC2635,R437,Port Security,Low,,23-06-2023,,,,
INC2636,R437,Port Security,High,,13-09-2022,,,,
INC2637,R437,Attacks,Medium,,31-10-2022,,,,
INC2638,R437,Accident,Low,,10-10-2022,Accidents on Barges                            ,,,
INC2639,R437,Theft,High,,27-05-2024,Cargo theft,,,
INC2640,R437,Port Security,High,,26-01-2024,,,,
INC2641,R437,Attacks,Medium,,25-01-2024,,,,
INC2642,R438,Natural Disaster,Low,,13-09-2022,,,,
INC2643,R438,Theft,Low,,11-04-2024,Cargo theft,,,
INC2644,R438,Theft,Medium,,24-09-2022,Cargo theft,,,
INC2645,R438,Theft,High,,25-07-2023,Container theft,,,
INC2646,R438,Accident,High,,10-02-2024,Maritime Accidents on Diving Support Vessels:  ,,,
INC2647,R438,Accident,High,,12-12-2023,Minor collision                                ,,,
INC2648,R438,Piracy,Low,,13-09-2023,,,,
INC2649,R438,Natural Disaster,Medium,,05-01-2023,,,,
INC2650,R438,Natural Disaster,Low,,08-07-2022,,,,
INC2651,R438,Delay,High,,19-03-2024,,,,
INC2652,R439,Accident,High,,19-12-2022,Accidents on Tugboats                          ,,,
INC2653,R439,Natural Disaster,Low,,17-12-2022,,,,
INC2654,R439,Natural Disaster,Low,,18-04-2024,,,,
INC2655,R440,Theft,High,,25-11-2022,Cargo theft,,,
INC2656,R440,Delay,Medium,,08-02-2023,,,,
INC2657,R440,Delay,High,,26-06-2022,,,,
INC2658,R440,Attacks,Low,,24-06-2023,,,,
INC2659,R440,Accident,Low,,07-08-2023,Minor collision                                ,,,
INC2660,R440,Natural Disaster,Low,,19-09-2023,,,,
INC2661,R441,Attacks,High,,22-05-2023,,,,
INC2662,R441,Accident,Medium,,25-10-2022,Accidents on Barges                            ,,,
INC2663,R441,Accident,Low,,27-09-2023,Grounding of Ships                             ,,,
INC2664,R441,Attacks,Medium,,24-10-2023,,,,
INC2665,R442,Theft,Medium,,22-02-2024,Cargo theft,,,
INC2666,R442,Natural Disaster,High,,08-07-2023,,,,
INC2667,R442,Accident,Medium,,15-05-2024,Maritime Accidents on Diving Support Vessels:  ,,,
INC2668,R442,Port Security,Low,,10-03-2024,,,,
INC2669,R442,Attacks,Medium,,08-11-2022,,,,
INC2670,R443,Theft,High,,24-11-2022,Cargo theft,,,
INC2671,R443,Accident,High,,15-12-2022,Accidents on Barges                            ,,,
INC2672,R444,Theft,Low,,27-10-2022,Container theft,,,
INC2673,R444,Accident,Low,,20-03-2024,Offshore Oil Rig Mishaps                       ,,,
INC2674,R444,Theft,High,,16-06-2024,Container theft,,,
INC2675,R444,Port Security,High,,19-02-2023,,,,
INC2676,R444,Accident,Medium,,05-08-2023,Offshore Oil Rig Mishaps                       ,,,
INC2677,R444,Piracy,High,,01-10-2022,,,,
INC2678,R444,Natural Disaster,Low,,11-06-2023,,,,
INC2679,R444,Port Security,High,,08-04-2024,,,,
INC2680,R445,Accident,Low,,31-12-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC2681,R445,Piracy,Medium,,08-06-2023,,,,
INC2682,R445,Attacks,High,,29-01-2023,,,,
INC2683,R445,Attacks,Medium,,10-02-2023,,,,
INC2684,R445,Theft,Medium,,06-02-2023,Cargo theft,,,
INC2685,R445,Delay,Low,,18-08-2022,,,,
INC2686,R445,Delay,High,,05-09-2022,,,,
INC2687,R445,Delay,High,,09-09-2023,,,,
INC2688,R445,Theft,High,,19-02-2024,Container theft,,,
INC2689,R446,Accident,High,,03-11-2023,Accidents on Tugboats                          ,,,
INC2690,R446,Attacks,High,,20-10-2022,,,,
INC2691,R446,Theft,Medium,,26-12-2022,Cargo theft,,,
INC2692,R446,Attacks,Medium,,20-04-2024,,,,
INC2693,R447,Theft,Low,,09-11-2023,Container theft,,,
INC2694,R447,Theft,High,,23-02-2024,Cargo theft,,,
INC2695,R447,Theft,Medium,,20-11-2023,Cargo theft,,,
INC2696,R447,Accident,High,,04-06-2023,Grounding of Ships                             ,,,
INC2697,R447,Attacks,High,,16-02-2023,,,,
INC2698,R447,Attacks,Medium,,27-03-2024,,,,
INC2699,R448,Theft,Medium,,15-08-2023,Cargo theft,,,
INC2700,R448,Attacks,High,,31-07-2023,,,,
INC2701,R448,Port Security,Medium,,22-10-2023,,,,
INC2702,R448,Accident,High,,10-04-2023,Grounding of Ships                             ,,,
INC2703,R448,Port Security,High,,07-03-2023,,,,
INC2704,R448,Attacks,High,,03-04-2023,,,,
INC2705,R449,Accident,High,,30-09-2022,Accidents on Barges                            ,,,
INC2706,R449,Piracy,Medium,,28-02-2024,,,,
INC2707,R449,Accident,Medium,,05-07-2022,Offshore Oil Rig Mishaps                       ,,,
INC2708,R449,Natural Disaster,Medium,,22-06-2023,,,,
INC2709,R450,Theft,High,,22-06-2023,Cargo theft,,,
INC2710,R450,Port Security,High,,31-05-2023,,,,
INC2711,R450,Port Security,High,,14-02-2024,,,,
INC2712,R450,Accident,Low,,25-03-2024,Offshore Oil Rig Mishaps                       ,,,
INC2713,R450,Attacks,High,,12-01-2024,,,,
INC2714,R450,Piracy,Low,,31-01-2024,,,,
INC2715,R450,Delay,Medium,,16-03-2023,,,,
INC2716,R450,Theft,Medium,,17-06-2023,Container theft,,,
INC2717,R451,Attacks,Low,,30-05-2024,,,,
INC2718,R451,Attacks,Medium,,16-05-2023,,,,
INC2719,R451,Delay,Medium,,03-05-2024,,,,
INC2720,R451,Port Security,High,,25-01-2024,,,,
INC2721,R451,Piracy,Low,,22-03-2023,,,,
INC2722,R451,Natural Disaster,Low,,17-02-2024,,,,
INC2723,R451,Natural Disaster,High,,12-08-2022,,,,
INC2724,R451,Attacks,Medium,,09-07-2023,,,,
INC2725,R451,Theft,Low,,12-04-2023,Cargo theft,,,
INC2726,R451,Port Security,Low,,19-11-2022,,,,
INC2727,R452,Accident,Medium,,19-08-2023,Accidents on Barges                            ,,,
INC2728,R452,Port Security,Medium,,25-05-2023,,,,
INC2729,R452,Attacks,Medium,,10-11-2023,,,,
INC2730,R452,Accident,Medium,,05-02-2024,Maritime Accidents on Diving Support Vessels:  ,,,
INC2731,R452,Piracy,Low,,11-12-2022,,,,
INC2732,R452,Port Security,Medium,,29-09-2022,,,,
INC2733,R452,Delay,Medium,,10-01-2023,,,,
INC2734,R453,Delay,Low,,15-08-2023,,,,
INC2735,R453,Natural Disaster,Medium,,29-06-2022,,,,
INC2736,R453,Theft,High,,05-01-2023,Cargo theft,,,
INC2737,R453,Delay,High,,18-02-2024,,,,
INC2738,R453,Delay,Low,,13-12-2023,,,,
INC2739,R453,Port Security,High,,04-11-2022,,,,
INC2740,R453,Delay,Medium,,12-10-2022,,,,
INC2741,R453,Accident,High,,02-01-2024,Maritime Accidents on Diving Support Vessels:  ,,,
INC2742,R454,Natural Disaster,Medium,,30-05-2023,,,,
INC2743,R454,Natural Disaster,High,,17-01-2023,,,,
INC2744,R454,Natural Disaster,High,,19-12-2022,,,,
INC2745,R454,Piracy,Medium,,05-03-2024,,,,
INC2746,R454,Delay,Low,,13-04-2024,,,,
INC2747,R454,Accident,Medium,,19-03-2023,Offshore Oil Rig Mishaps,,,
INC2748,R454,Delay,Low,,21-06-2023,,,,
INC2749,R454,Attacks,High,,05-03-2024,,,,
INC2750,R454,Port Security,High,,13-12-2023,,,,
INC2751,R455,Accident,High,,15-10-2023,Accidents on Barges                            ,,,
INC2752,R455,Natural Disaster,Low,,05-09-2023,,,,
INC2753,R455,Delay,High,,06-07-2023,,,,
INC2754,R455,Delay,High,,09-08-2022,,,,
INC2755,R455,Delay,Low,,27-09-2023,,,,
INC2756,R455,Delay,Medium,,20-07-2023,,,,
INC2757,R455,Delay,High,,17-07-2022,,,,
INC2758,R455,Port Security,Medium,,28-03-2024,,,,
INC2759,R456,Theft,High,,27-09-2023,Cargo theft,,,
INC2760,R456,Piracy,Low,,19-02-2023,,,,
INC2761,R456,Port Security,Medium,,26-07-2023,,,,
INC2762,R456,Piracy,High,,21-12-2022,,,,
INC2763,R456,Natural Disaster,Medium,,01-09-2023,,,,
INC2764,R456,Piracy,Medium,,26-02-2023,,,,
INC2765,R456,Natural Disaster,Low,,26-05-2023,,,,
INC2766,R457,Theft,Low,,26-07-2023,Container theft,,,
INC2767,R457,Piracy,Low,,03-04-2024,,,,
INC2768,R458,Natural Disaster,High,,26-09-2022,,,,
INC2769,R458,Delay,High,,19-01-2023,,,,
INC2770,R458,Attacks,Low,,22-04-2023,,,,
INC2771,R458,Theft,Medium,,18-09-2023,Container theft,,,
INC2772,R458,Natural Disaster,Low,,23-10-2022,,,,
INC2773,R458,Accident,Low,,12-06-2024,Offshore Oil Rig Mishaps                       ,,,
INC2774,R458,Theft,Medium,,29-05-2024,Cargo theft,,,
INC2775,R458,Port Security,Low,,05-07-2022,,,,
INC2776,R458,Natural Disaster,High,,13-12-2023,,,,
INC2777,R458,Piracy,Low,,20-08-2023,,,,
INC2778,R459,Accident,Low,,25-10-2023,Offshore Oil Rig Mishaps                       ,,,
INC2779,R459,Port Security,Low,,22-06-2024,,,,
INC2780,R459,Natural Disaster,Medium,,27-08-2023,,,,
INC2781,R459,Natural Disaster,Medium,,29-07-2023,,,,
INC2782,R460,Natural Disaster,Medium,,01-11-2022,,,,
INC2783,R460,Attacks,Low,,11-01-2023,,,,
INC2784,R460,Delay,Medium,,24-12-2022,,,,
INC2785,R460,Natural Disaster,Low,,25-11-2023,,,,
INC2786,R460,Piracy,Low,,06-08-2022,,,,
INC2787,R460,Accident,Low,,01-08-2023,Accidents on Barges                            ,,,
INC2788,R460,Attacks,Medium,,18-04-2024,,,,
INC2789,R460,Attacks,Low,,17-12-2022,,,,
INC2790,R461,Attacks,Low,,17-11-2022,,,,
INC2791,R461,Piracy,Medium,,20-09-2023,,,,
INC2792,R461,Port Security,Medium,,03-10-2023,,,,
INC2793,R461,Port Security,Medium,,02-05-2024,,,,
INC2794,R461,Delay,Low,,26-08-2022,,,,
INC2795,R462,Attacks,High,,22-01-2024,,,,
INC2796,R462,Delay,Low,,08-02-2023,,,,
INC2797,R462,Theft,High,,06-07-2023,Cargo theft,,,
INC2798,R462,Port Security,Medium,,22-10-2023,,,,
INC2799,R462,Attacks,High,,05-05-2024,,,,
INC2800,R462,Attacks,Medium,,20-06-2024,,,,
INC2801,R462,Natural Disaster,Medium,,11-12-2023,,,,
INC2802,R462,Port Security,Low,,08-08-2023,,,,
INC2803,R463,Theft,Low,,01-07-2022,Container theft,,,
INC2804,R463,Attacks,High,,16-02-2023,,,,
INC2805,R463,Theft,Medium,,19-09-2023,Cargo theft,,,
INC2806,R463,Piracy,High,,23-06-2023,,,,
INC2807,R463,Theft,High,,11-09-2022,Container theft,,,
INC2808,R464,Port Security,Medium,,03-09-2022,,,,
INC2809,R464,Natural Disaster,High,,17-12-2023,,,,
INC2810,R464,Theft,Medium,,22-03-2023,Container theft,,,
INC2811,R464,Accident,Medium,,28-10-2023,Accidents on Barges                            ,,,
INC2812,R464,Natural Disaster,High,,03-11-2023,,,,
INC2813,R464,Port Security,Low,,26-06-2023,,,,
INC2814,R464,Attacks,Low,,14-10-2022,,,,
INC2815,R465,Attacks,High,,02-02-2023,,,,
INC2816,R465,Attacks,High,,23-12-2023,,,,
INC2817,R465,Port Security,High,,08-07-2023,,,,
INC2818,R465,Attacks,Medium,,12-09-2023,,,,
INC2819,R465,Theft,Medium,,30-01-2024,Container theft,,,
INC2820,R465,Port Security,Medium,,29-03-2024,,,,
INC2821,R466,Delay,Medium,,25-11-2023,,,,
INC2822,R466,Accident,Medium,,25-07-2022,Accidents on Barges                            ,,,
INC2823,R467,Port Security,High,,09-11-2022,,,,
INC2824,R467,Piracy,Medium,,01-10-2023,,,,
INC2825,R467,Piracy,High,,27-06-2022,,,,
INC2826,R467,Accident,High,,19-03-2023,Minor collision                                ,,,
INC2827,R467,Piracy,Medium,,06-07-2022,,,,
INC2828,R467,Natural Disaster,Low,,04-01-2024,,,,
INC2829,R467,Theft,High,,24-10-2023,Container theft,,,
INC2830,R468,Piracy,Medium,,12-12-2023,,,,
INC2831,R468,Natural Disaster,High,,02-01-2024,,,,
INC2832,R468,Delay,Low,,12-04-2023,,,,
INC2833,R468,Theft,Low,,22-04-2023,Container theft,,,
INC2834,R468,Natural Disaster,Low,,07-02-2024,,,,
INC2835,R468,Delay,Low,,02-08-2022,,,,
INC2836,R468,Natural Disaster,Medium,,26-04-2023,,,,
INC2837,R468,Natural Disaster,Medium,,01-07-2022,,,,
INC2838,R468,Natural Disaster,Low,,10-07-2023,,,,
INC2839,R469,Accident,Medium,,29-01-2024,Maritime Accidents on Diving Support Vessels:  ,,,
INC2840,R469,Port Security,Medium,,10-05-2024,,,,
INC2841,R470,Attacks,High,,29-07-2023,,,,
INC2842,R470,Delay,Medium,,07-05-2023,,,,
INC2843,R470,Attacks,High,,01-05-2023,,,,
INC2844,R470,Delay,Low,,17-01-2023,,,,
INC2845,R470,Piracy,Medium,,21-05-2024,,,,
INC2846,R470,Piracy,Medium,,22-09-2022,,,,
INC2847,R470,Natural Disaster,High,,29-01-2024,,,,
INC2848,R470,Port Security,High,,23-08-2023,,,,
INC2849,R471,Theft,Low,,17-11-2022,Cargo theft,,,
INC2850,R471,Port Security,Low,,08-01-2024,,,,
INC2851,R472,Piracy,Low,,11-12-2023,,,,
INC2852,R472,Piracy,Low,,30-11-2023,,,,
INC2853,R472,Theft,Medium,,12-10-2022,Cargo theft,,,
INC2854,R472,Natural Disaster,Medium,,31-07-2023,,,,
INC2855,R472,Attacks,High,,14-02-2024,,,,
INC2856,R472,Piracy,High,,09-11-2023,,,,
INC2857,R472,Piracy,High,,02-10-2023,,,,
INC2858,R473,Port Security,High,,09-05-2024,,,,
INC2859,R473,Attacks,Low,,23-04-2024,,,,
INC2860,R473,Accident,Medium,,19-03-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC2861,R473,Accident,Medium,,03-05-2024,Accidents on Barges                            ,,,
INC2862,R474,Theft,Low,,30-05-2024,Container theft,,,
INC2863,R474,Natural Disaster,Low,,11-04-2024,,,,
INC2864,R475,Theft,Medium,,10-06-2024,Container theft,,,
INC2865,R475,Delay,Medium,,19-04-2023,,,,
INC2866,R475,Piracy,Medium,,26-03-2023,,,,
INC2867,R475,Accident,Medium,,11-06-2024,Maritime Accidents on Diving Support Vessels:  ,,,
INC2868,R475,Natural Disaster,Low,,18-02-2024,,,,
INC2869,R475,Piracy,Low,,19-06-2024,,,,
INC2870,R475,Natural Disaster,Medium,,27-10-2022,,,,
INC2871,R476,Piracy,High,,21-11-2023,,,,
INC2872,R476,Attacks,High,,06-03-2023,,,,
INC2873,R477,Natural Disaster,Medium,,02-05-2024,,,,
INC2874,R477,Accident,High,,09-05-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC2875,R477,Natural Disaster,Medium,,16-05-2023,,,,
INC2876,R477,Attacks,Low,,13-10-2023,,,,
INC2877,R477,Accident,Medium,,17-07-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC2878,R477,Piracy,High,,29-05-2024,,,,
INC2879,R478,Attacks,High,,04-11-2023,,,,
INC2880,R478,Theft,Medium,,21-02-2023,Container theft,,,
INC2881,R478,Natural Disaster,High,,29-06-2023,,,,
INC2882,R478,Accident,High,,22-07-2023,Offshore Oil Rig Mishaps                       ,,,
INC2883,R478,Delay,Medium,,26-07-2022,,,,
INC2884,R478,Attacks,High,,09-07-2023,,,,
INC2885,R478,Delay,High,,21-09-2023,,,,
INC2886,R478,Piracy,Low,,12-03-2023,,,,
INC2887,R478,Delay,Low,,23-06-2024,,,,
INC2888,R479,Accident,Medium,,31-10-2022,Minor collision,,,
INC2889,R479,Theft,Low,,26-02-2023,Container theft,,,
INC2890,R479,Theft,High,,04-05-2023,Cargo theft,,,
INC2891,R479,Piracy,High,,22-10-2023,,,,
INC2892,R479,Natural Disaster,Low,,28-11-2022,,,,
INC2893,R479,Accident,Medium,,19-09-2023,Accidents on Barges                            ,,,
INC2894,R480,Natural Disaster,High,,23-12-2023,,,,
INC2895,R480,Theft,Low,,22-03-2023,Container theft,,,
INC2896,R480,Port Security,High,,08-04-2024,,,,
INC2897,R480,Theft,Medium,,01-07-2023,Cargo theft,,,
INC2898,R480,Accident,Medium,,25-07-2023,Accidents on Barges                            ,,,
INC2899,R481,Theft,Low,,15-03-2023,Cargo theft,,,
INC2900,R481,Piracy,Medium,,21-03-2024,,,,
INC2901,R481,Port Security,High,,22-04-2024,,,,
INC2902,R482,Theft,Low,,12-05-2023,Cargo theft,,,
INC2903,R482,Theft,Low,,26-06-2022,Container theft,,,
INC2904,R482,Attacks,High,,13-01-2024,,,,
INC2905,R482,Piracy,High,,13-06-2024,,,,
INC2906,R482,Delay,High,,02-08-2023,,,,
INC2907,R482,Attacks,Low,,21-12-2022,,,,
INC2908,R482,Natural Disaster,Low,,29-07-2022,,,,
INC2909,R483,Accident,Low,,09-06-2023,Minor collision                                ,,,
INC2910,R483,Accident,Low,,13-04-2024,Offshore Oil Rig Mishaps                       ,,,
INC2911,R483,Delay,Medium,,16-11-2023,,,,
INC2912,R483,Accident,Medium,,04-01-2024,Accidents on Barges                            ,,,
INC2913,R483,Port Security,Medium,,08-08-2022,,,,
INC2914,R483,Attacks,High,,11-12-2023,,,,
INC2915,R483,Attacks,Medium,,01-12-2022,,,,
INC2916,R483,Accident,Medium,,24-01-2023,Minor collision,,,
INC2917,R483,Piracy,High,,13-10-2023,,,,
INC2918,R483,Piracy,Medium,,25-12-2022,,,,
INC2919,R484,Piracy,High,,04-09-2022,,,,
INC2920,R484,Natural Disaster,Low,,23-04-2024,,,,
INC2921,R484,Accident,Low,,22-12-2022,Maritime Accidents on Diving Support Vessels:  ,,,
INC2922,R484,Theft,Low,,06-03-2024,Container theft,,,
INC2923,R484,Accident,Low,,11-02-2024,Maritime Accidents on Diving Support Vessels:  ,,,
INC2924,R484,Theft,Low,,13-07-2023,Container theft,,,
INC2925,R484,Attacks,High,,14-12-2023,,,,
INC2926,R484,Natural Disaster,High,,21-01-2023,,,,
INC2927,R484,Theft,High,,09-12-2023,Cargo theft,,,
INC2928,R485,Natural Disaster,Low,,16-12-2023,,,,
INC2929,R485,Theft,Low,,14-03-2024,Cargo theft,,,
INC2930,R486,Attacks,Medium,,05-05-2024,,,,
INC2931,R486,Accident,Low,,17-07-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC2932,R486,Theft,Low,,16-12-2023,Container theft,,,
INC2933,R486,Accident,High,,17-07-2022,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC2934,R487,Delay,Low,,07-09-2023,,,,
INC2935,R487,Accident,Medium,,08-08-2023,Offshore Oil Rig Mishaps                       ,,,
INC2936,R487,Natural Disaster,High,,16-05-2023,,,,
INC2937,R487,Attacks,High,,26-10-2023,,,,
INC2938,R487,Piracy,High,,18-02-2023,,,,
INC2939,R487,Port Security,High,,20-10-2023,,,,
INC2940,R487,Delay,Low,,26-08-2023,,,,
INC2941,R487,Piracy,Low,,29-10-2023,,,,
INC2942,R488,Theft,Low,,21-03-2023,Cargo theft,,,
INC2943,R488,Attacks,Low,,16-07-2023,,,,
INC2944,R489,Natural Disaster,High,,12-08-2023,,,,
INC2945,R489,Theft,Medium,,11-11-2022,Cargo theft,,,
INC2946,R489,Port Security,High,,03-09-2023,,,,
INC2947,R489,Delay,High,,22-09-2022,,,,
INC2948,R489,Theft,High,,24-07-2023,Cargo theft,,,
INC2949,R489,Delay,Medium,,01-10-2022,,,,
INC2950,R489,Natural Disaster,High,,07-03-2024,,,,
INC2951,R489,Natural Disaster,Low,,21-12-2023,,,,
INC2952,R489,Theft,Low,,28-01-2023,Container theft,,,
INC2953,R490,Attacks,Medium,,17-01-2023,,,,
INC2954,R490,Delay,High,,30-08-2023,,,,
INC2955,R490,Delay,Low,,09-04-2023,,,,
INC2956,R490,Port Security,High,,09-01-2023,,,,
INC2957,R490,Theft,Medium,,12-07-2022,Cargo theft,,,
INC2958,R490,Piracy,High,,17-12-2022,,,,
INC2959,R490,Port Security,Low,,24-05-2024,,,,
INC2960,R490,Delay,Medium,,31-08-2023,,,,
INC2961,R490,Natural Disaster,Medium,,02-02-2023,,,,
INC2962,R491,Attacks,High,,18-10-2023,,,,
INC2963,R491,Delay,High,,03-06-2024,,,,
INC2964,R491,Port Security,Low,,11-03-2024,,,,
INC2965,R491,Delay,Low,,07-01-2023,,,,
INC2966,R491,Delay,Low,,29-02-2024,,,,
INC2967,R491,Port Security,Medium,,16-04-2023,,,,
INC2968,R491,Natural Disaster,High,,05-05-2024,,,,
INC2969,R492,Piracy,Low,,08-07-2023,,,,
INC2970,R492,Accident,High,,12-03-2023,Accidents on Tugboats                          ,,,
INC2971,R492,Natural Disaster,High,,03-05-2024,,,,
INC2972,R492,Attacks,Medium,,23-01-2023,,,,
INC2973,R492,Attacks,Medium,,14-08-2022,,,,
INC2974,R492,Theft,Low,,08-01-2023,Cargo theft,,,
INC2975,R492,Accident,High,,21-12-2023,Accidents on Barges                            ,,,
INC2976,R492,Theft,High,,24-09-2023,Container theft,,,
INC2977,R492,Port Security,High,,25-07-2023,,,,
INC2978,R492,Theft,Low,,07-12-2023,Cargo theft,,,
INC2979,R493,Attacks,Low,,06-06-2023,,,,
INC2980,R493,Natural Disaster,Low,,29-01-2023,,,,
INC2981,R493,Delay,High,,30-01-2023,,,,
INC2982,R493,Piracy,Medium,,20-01-2023,,,,
INC2983,R493,Port Security,Medium,,15-02-2023,,,,
INC2984,R493,Accident,Medium,,02-10-2023,Offshore Oil Rig Mishaps                       ,,,
INC2985,R493,Theft,Low,,04-07-2023,Cargo theft,,,
INC2986,R493,Attacks,Medium,,26-03-2024,,,,
INC2987,R494,Attacks,Low,,26-06-2022,,,,
INC2988,R494,Natural Disaster,Medium,,14-12-2023,,,,
INC2989,R494,Piracy,Low,,02-06-2024,,,,
INC2990,R494,Attacks,High,,25-05-2023,,,,
INC2991,R495,Natural Disaster,Medium,,14-03-2024,,,,
INC2992,R495,Theft,Low,,21-12-2023,Cargo theft,,,
INC2993,R495,Theft,Low,,18-12-2023,Container theft,,,
INC2994,R495,Piracy,High,,25-08-2022,,,,
INC2995,R495,Natural Disaster,High,,11-11-2023,,,,
INC2996,R495,Theft,High,,18-11-2023,Container theft,,,
INC2997,R496,Attacks,High,,12-06-2023,,,,
INC2998,R496,Attacks,High,,23-03-2024,,,,
INC2999,R496,Port Security,Medium,,23-01-2023,,,,
INC3000,R496,Accident,Medium,,16-08-2022,Minor collision,,,
INC3001,R496,Attacks,Medium,,10-04-2024,,,,
INC3002,R496,Attacks,Medium,,20-10-2023,,,,
INC3003,R496,Piracy,Medium,,15-04-2023,,,,
INC3004,R497,Accident,Medium,,23-07-2023,Minor collision                                ,,,
INC3005,R497,Natural Disaster,Medium,,14-10-2023,,,,
INC3006,R497,Accident,High,,19-12-2023,Minor collision,,,
INC3007,R497,Natural Disaster,High,,06-03-2024,,,,
INC3008,R497,Theft,Low,,25-11-2022,Cargo theft,,,
INC3009,R498,Natural Disaster,Medium,,30-09-2023,,,,
INC3010,R498,Port Security,Low,,19-02-2023,,,,
INC3011,R498,Theft,Medium,,19-05-2024,Cargo theft,,,
INC3012,R498,Attacks,Medium,,23-08-2022,,,,
INC3013,R498,Accident,High,,11-06-2023,Accidents on Barges                            ,,,
INC3014,R499,Port Security,Medium,,10-03-2023,,,,
INC3015,R499,Natural Disaster,Low,,14-09-2022,,,,
INC3016,R499,Port Security,Low,,30-08-2022,,,,
